Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[DJ CA CT CQ SQ HK HQ H8 DA DT],D,4,1,1,1,0,0,[SA H9],11,0.0000,[DJ CA CT CQ SA HK HQ H8 DA DT],[SQ H9],D,4,2,1,1,0,0
[CJ HJ CA CT C9 SK SQ S9 HA D8],CH,5,1,0,0,0,0,[CK H9],4,0.6250,[CJ HJ CA CT CK C9 SK SQ HA H9],[S9 D8],CH,6,1,0,0,0,0
[CK C9 C8 SA SQ S7 HA HT HK H7],-,3,2,1,1,1,0,[HJ H8],2,0.0000,[C9 C8 SA SQ S7 HA HT HK H8 H7],[HJ CK],-,2,2,1,1,1,0
[HJ C9 C7 SK SQ HT HQ DA DQ D7],H,3,1,1,0,0,0,[ST H9],10,0.0000,[C7 ST SK SQ HT HQ H9 DA DQ D7],[HJ C9],-,1,1,2,0,0,0
[CA C8 C7 ST S7 HA H9 DA DT D7],-,3,2,2,1,0,0,[C9 HQ],3,0.0000,[C8 C7 ST S7 HA HQ H9 DA DT D7],[CA C9],-,2,2,2,1,0,1
[CJ SJ HJ CK C8 SA SQ S7 DQ D7],CSH,5,1,0,0,0,0,[C7 DK],4,0.9500,[CJ SJ HJ CK C8 C7 SA DK DQ D7],[SQ S7],CSH,6,1,0,0,0,0
[SJ CT CK CQ SA S8 S7 H8 H7 DA],S,4,2,0,0,0,0,[HT D9],10,0.0000,[CK CQ SA S8 S7 HT H8 H7 DA D9],[SJ CT],-,2,2,1,0,0,1
[SJ C7 SA SK S7 HA H7 DA DQ D8],S,2,3,0,0,0,0,[DJ S8],2,0.0000,[SJ DJ C7 SA SK S7 HA H7 DA DQ],[S8 D8],SD,3,3,0,0,0,0
[SJ DJ C9 ST SK S9 HA HK DQ D7],SD,3,1,1,0,1,0,[DK D8],4,0.0000,[C9 ST SK S9 HA HK DK DQ D8 D7],[SJ DJ],-,1,1,1,0,1,0
[CJ CT SK SQ S8 HA HK H8 DQ D9],C,2,1,0,0,0,0,[ST D7],10,0.0000,[ST SK SQ S8 HA HK H8 DQ D9 D7],[CJ CT],-,0,1,1,0,1,1
[CA CQ C9 SA S9 H9 H8 DT D9 D8],-,3,1,1,0,0,0,[HJ DJ],4,0.0000,[HJ DJ CA CQ C9 SA H9 DT D9 D8],[S9 H8],HD,5,1,1,0,0,0
[CJ SJ HJ CT CK C7 S9 S8 H9 D8],CSH,6,0,0,0,0,0,[DK D9],4,0.3750,[CJ SJ HJ CT CK C7 S8 DK D9 D8],[S9 H9],CSH,6,0,0,0,0,0
[DJ C9 C8 ST SQ H9 DA DT DK D9],D,3,1,2,1,1,0,[CQ D8],3,0.0000,[C9 C8 ST SQ H9 DA DT DK D9 D8],[DJ CQ],-,2,1,2,1,1,0
[CT SQ S8 HT HQ H9 H8 H7 DT D7],-,1,0,2,0,0,0,[C7 SK],4,0.0000,[SK SQ S8 HT HQ H9 H8 H7 DT D7],[CT C7],-,0,0,2,0,0,1
[SJ HJ CK SQ HT HK H7 DT DQ D9],SH,3,0,2,0,1,0,[C9 DK],4,0.0000,[CK C9 SQ HT HK H7 DT DK DQ D9],[SJ HJ],-,2,0,2,0,2,0
[SJ HJ DJ CK HT H8 H7 DK DQ D9],SHD,4,0,1,0,0,0,[CA HA],22,0.6000,[SJ HJ DJ CA CK HA HT H7 DK DQ],[H8 D9],SHD,5,1,1,1,0,0
[SJ CK C9 SK S8 HK HQ H9 DA D9],S,3,1,0,0,0,0,[SA HA],22,0.0250,[SJ CK C9 SA SK HA HK H9 DA D9],[S8 HQ],S,3,3,0,0,0,0
[CA CK C7 ST SQ S8 HK H9 DA D7],-,3,1,1,0,0,0,[HJ DJ],4,0.0000,[CA CK C7 ST SQ S8 HK H9 DA D7],[HJ DJ],-,3,1,1,0,0,0
[CJ DJ CA C9 SQ S9 HT DT DQ D8],CD,4,0,2,0,0,0,[SK HK],8,0.0000,[CA C9 SK SQ S9 HT HK DT DQ D8],[CJ DJ],-,2,0,2,0,0,0
[CJ CA CT CQ C7 ST SK HA H9 DT],C,5,1,2,0,0,0,[HT DQ],13,0.4500,[CJ CA CT CQ C7 ST SK HA HT H9],[DT DQ],C,5,1,2,1,0,1
[CJ HJ CT C9 C8 C7 ST HQ DT D8],CH,6,0,2,0,0,0,[HK D9],4,0.0500,[CJ HJ CT C9 C8 C7 HK DT D9 D8],[ST HQ],CH,6,0,1,0,0,1
[DJ C9 C8 SK SQ H8 DA DQ D9 D8],D,3,1,0,0,0,0,[CK S9],4,0.0000,[C9 C8 SK SQ S9 H8 DA DQ D9 D8],[DJ CK],-,2,1,0,0,0,0
[C9 C8 SA ST SK SQ HQ H9 DT D7],-,2,1,2,1,0,0,[CT S9],10,0.0000,[C8 SA ST SK SQ S9 HQ H9 DT D7],[CT C9],-,1,1,2,1,1,1
[SJ CA C7 SK S8 H9 H8 DA DQ D8],S,3,1,0,0,0,0,[DJ SA],13,0.0000,[SJ DJ CA C7 SA SK S8 H8 DA DQ],[H9 D8],SD,4,2,0,0,0,0
[CJ SJ DJ C9 SA S9 HQ H7 D8 D7],CSD,4,1,0,0,0,0,[CT SK],14,0.2250,[CJ SJ DJ CT C9 SA SK S9 D8 D7],[HQ H7],CSD,5,1,0,0,0,0
[DJ CT C8 C7 HA HT HQ H9 H8 D7],D,4,1,1,1,0,0,[CA CK],15,1.0000,[CA CT CK C8 C7 HA HT HQ H9 H8],[DJ D7],-,5,1,1,1,0,0
[DJ CA SA ST SK S8 HK HQ DT D9],D,2,1,2,1,1,0,[H9 H8],0,0.0000,[SA ST SK S8 HK HQ H9 H8 DT D9],[DJ CA],-,0,1,2,1,1,1
[SJ HJ C7 S8 HA HK HQ H9 DQ D7],SH,3,1,0,0,0,0,[C8 H8],0,0.0000,[C8 C7 S8 HA HK HQ H9 H8 DQ D7],[SJ HJ],-,2,1,0,0,0,0
[CK C7 ST SK S8 S7 H8 DA DK D7],-,2,1,1,0,1,0,[C8 SA],11,0.0000,[C7 SA ST SK S8 S7 H8 DA DK D7],[CK C8],-,1,2,1,1,1,0
[SJ HJ CT SA S9 HT DT DK DQ D8],SH,3,1,2,0,1,0,[CJ CK],6,0.9250,[CJ SJ HJ CT CK SA DT DK DQ D8],[S9 HT],CSH,5,1,1,0,1,1
[HJ CA CT CQ C9 SA SK S8 HA D8],H,5,2,0,0,0,0,[CK HQ],7,0.9750,[HJ CA CT CK CQ C9 SA SK HA HQ],[S8 D8],H,6,2,0,0,0,0
[SA ST SQ S9 S8 HA HK DK DQ D9],-,0,2,1,1,0,0,[DJ C9],2,0.0000,[SA ST SQ S9 S8 HA HK DK DQ D9],[DJ C9],-,0,2,1,1,0,0
[CJ SJ HJ CA CK C9 DA DT D8 D7],CSH,6,1,1,1,0,0,[CT SA],21,1.0000,[HJ CA CT CK C9 SA DA DT D8 D7],[CJ SJ],H,5,2,1,1,0,0
[CA CT C8 C7 SK S9 HQ H9 DA D8],-,4,1,0,0,0,0,[CJ DQ],5,0.0000,[CJ CA CT C8 C7 S9 HQ DA DQ D8],[SK H9],C,5,1,0,0,0,0
[SJ HJ DJ CA SA H9 H8 DA D9 D7],SHD,4,2,0,0,0,0,[CT C8],10,0.8750,[HJ DJ CA CT C8 SA H8 DA D9 D7],[SJ H9],HD,5,2,0,0,0,0
[CJ SJ HJ DJ CT CQ C7 S8 D9 D7],CSHD,7,0,0,0,0,0,[H9 DK],4,0.9250,[CJ SJ HJ DJ CT CQ C7 DK D9 D7],[S8 H9],CSHD,7,0,0,0,0,0
[DJ CT CK C9 SK SQ HT HQ H8 H7],D,4,0,1,0,0,0,[HK H9],4,0.0000,[CK C9 SK SQ HT HK HQ H9 H8 H7],[DJ CT],-,2,0,1,0,1,1
[C9 C8 C7 ST SQ S8 DT DK DQ D7],-,3,0,2,0,1,0,[CK CQ],7,0.0000,[C9 C8 C7 ST SQ S8 DT DK DQ D7],[CK CQ],-,3,0,2,0,1,0
[CJ CA C9 C8 HA HT H8 DA D9 D8],C,4,2,1,1,0,0,[HJ SA],13,1.0000,[CJ HJ CA C8 SA HA HT DA D9 D8],[C9 H8],CH,4,3,1,1,0,0
[SJ HJ CA C9 ST SQ S9 H8 DK D9],SH,4,0,1,0,0,0,[SA DA],22,0.1750,[SJ HJ CA C9 SA ST SQ S9 DA DK],[H8 D9],SH,4,2,1,1,0,0
[SJ CT CK CQ C8 C7 ST S9 HK H9],S,6,0,1,0,0,0,[DA D7],11,0.0000,[SJ CT CK CQ C8 C7 ST S9 HK DA],[H9 D7],S,6,1,1,0,0,0
[CA C9 C8 C7 SA ST SQ S9 DA D7],-,4,2,1,1,0,0,[HK DT],14,0.0500,[CA C9 C8 C7 SA ST SQ S9 DA DT],[HK D7],-,4,2,2,2,0,0
[SJ CA CK CQ C7 S8 DA DK D8 D7],S,5,1,0,0,0,0,[HA HQ],14,0.4500,[SJ CA CK CQ C7 HA HQ DA DK D8],[S8 D7],S,5,2,0,0,0,0
[SJ CA CT CK CQ C8 SA S7 HT H7],S,6,1,1,0,0,0,[H9 H8],0,0.8000,[SJ CA CT CK CQ C8 SA HT H9 H7],[S7 H8],S,6,1,1,0,0,0
[CA CK CQ C9 SA ST S9 HQ H7 DA],-,4,2,1,1,0,0,[C7 H8],0,0.1750,[CA CK CQ C9 C7 SA ST S9 H7 DA],[HQ H8],-,5,2,1,1,0,0
[CK C9 C8 ST SQ HA HT DQ D9 D8],-,3,1,2,1,0,0,[HJ CT],12,0.0000,[CK C9 C8 ST SQ HA HT DQ D9 D8],[HJ CT],-,3,1,2,1,0,1
[CK CQ C9 S8 HQ DT DK D9 D8 D7],-,3,0,1,0,1,0,[CT DA],21,0.0000,[CQ C9 S8 HQ DA DT DK D9 D8 D7],[CT CK],-,2,1,1,1,1,1
[SJ HJ C8 SA SK S7 HT H8 DQ D7],SH,3,1,1,0,0,0,[CJ H7],2,0.0250,[CJ SJ HJ C8 SA SK S7 HT H8 H7],[DQ D7],CSH,4,1,1,0,0,0
[SJ HJ CK CQ HA HT H7 DT DQ D9],SH,4,1,2,1,0,0,[C7 HK],4,0.2250,[SJ HJ CK CQ C7 HA HT HK H7 DT],[DQ D9],SH,5,1,2,1,1,0
[CT C9 C7 SA SK HK H7 DA DK DQ],-,3,2,0,0,0,0,[CJ HA],13,0.2750,[CJ CT C9 C7 SA SK HA HK H7 DA],[DK DQ],C,4,3,0,0,0,0
[CJ CA C7 SA ST HA H8 H7 DA D9],C,3,3,1,1,0,0,[CT C9],10,1.0000,[CJ CA CT C9 C7 SA ST HA DA D9],[H8 H7],C,5,3,1,1,0,0
[HJ CQ C7 ST S9 HK DA DK DQ D7],H,3,1,1,0,0,0,[CT H9],10,0.0000,[CQ C7 ST S9 HK H9 DA DK DQ D7],[HJ CT],-,2,1,1,0,0,1
[HJ CA CT CK C9 HK H7 DK D9 D7],H,5,0,0,0,0,0,[C8 HQ],3,0.0000,[CT CK C9 C8 HK HQ H7 DK D9 D7],[HJ CA],-,4,0,0,0,0,1
[CJ CA SQ S8 S7 HQ H9 H7 DT DK],C,2,0,1,0,0,0,[C7 HK],4,0.0000,[C7 SQ S8 S7 HK HQ H9 H7 DT DK],[CJ CA],-,1,0,1,0,0,1
[DJ CA CT C9 S7 HT HQ DT D8 D7],D,4,0,2,0,0,0,[H8 H7],0,0.0000,[CT C9 S7 HT HQ H8 H7 DT D8 D7],[DJ CA],-,2,0,2,0,0,1
[CA CT SK SQ HT HK H9 H8 DT DK],-,2,0,2,0,1,0,[HJ CQ],5,0.0000,[CT CQ SK SQ HT HK H9 H8 DT DK],[HJ CA],-,2,0,2,0,1,1
[SJ C8 SA S7 HT DA DQ D9 D8 D7],S,2,2,1,0,0,0,[CQ H8],3,0.0000,[C8 SA S7 HT H8 DA DQ D9 D8 D7],[SJ CQ],-,1,2,1,0,0,0
[DJ CA ST S7 H9 DT DK DQ D8 D7],D,2,0,2,0,1,0,[HJ H8],2,0.0000,[CA ST S7 H9 H8 DT DK DQ D8 D7],[HJ DJ],-,1,0,2,0,1,0
[CA CQ C8 C7 SA ST DT DQ D8 D7],-,4,1,2,1,0,0,[C9 D9],0,0.0250,[CA CQ C9 C8 C7 SA ST DQ D9 D7],[DT D8],-,5,1,1,1,0,1
[SJ DJ CK C9 ST SQ S7 HA DT D7],SD,4,1,2,0,0,0,[HJ C7],2,0.2000,[SJ HJ DJ CK C9 ST SQ S7 HA D7],[C7 DT],SHD,5,1,1,0,0,1
[CJ HJ CQ SA SK S9 S7 HK HQ DA],CH,3,2,0,0,0,0,[ST HA],21,0.0500,[CJ HJ CQ ST SK S9 HA HK HQ DA],[SA S7],CH,3,2,1,0,1,1
[CT C9 C8 S8 HK HQ H9 DQ D9 D7],-,3,0,0,0,0,0,[C7 H7],0,0.0000,[C8 C7 S8 HK HQ H9 H7 DQ D9 D7],[CT C9],-,2,0,0,0,0,1
[HJ CK CQ C7 SK HK HQ DT DQ D8],H,4,0,1,0,0,0,[ST S9],10,0.0000,[CQ C7 ST SK S9 HK HQ DT DQ D8],[HJ CK],-,2,0,2,0,1,0
[CJ HJ CT CQ C7 SQ S8 H9 D8 D7],CH,5,0,0,0,0,0,[C9 HA],11,0.4750,[CJ HJ CT CQ C9 C7 SQ S8 HA H9],[D8 D7],CH,6,1,0,0,0,0
[SJ DJ CQ ST SK S7 HA HQ H7 D8],SD,3,1,1,0,1,0,[C7 D7],0,0.0000,[CQ C7 ST SK S7 HA HQ H7 D8 D7],[SJ DJ],-,2,1,1,0,1,0
[DJ CT CK C9 C8 HT H8 H7 D8 D7],D,5,0,1,0,0,0,[HJ CQ],5,0.4500,[HJ DJ CT CK CQ C9 C8 HT H8 H7],[D8 D7],HD,7,0,1,0,0,0
[CJ CK SA ST SQ H8 H7 DK DQ D9],C,2,1,1,1,0,0,[CA CT],21,0.0000,[CT CK SA ST SQ H8 H7 DK DQ D9],[CJ CA],-,2,1,1,1,0,1
[CT CK ST S8 HK H8 DK DQ D9 D7],-,2,0,1,0,0,0,[C9 SK],4,0.0000,[C9 ST SK S8 HK H8 DK DQ D9 D7],[CT CK],-,1,0,1,0,1,1
[SJ CK C9 SA S9 S8 HA DT DK DQ],S,3,2,1,0,0,0,[CT H9],10,0.0000,[CK C9 SA S9 S8 HA H9 DT DK DQ],[SJ CT],-,2,2,1,0,0,1
[DJ C9 C7 S9 S8 HT HK H9 DK DQ],D,3,0,1,0,1,0,[CQ D8],3,0.0000,[C9 C7 S9 S8 HT HK H9 DK DQ D8],[DJ CQ],-,2,0,1,0,1,0
[CJ HJ CT CK C9 C7 S9 S8 D9 D8],CH,6,0,0,0,0,0,[CQ H7],3,0.3500,[CJ HJ CT CK CQ C9 C7 S8 D9 D8],[S9 H7],CH,7,0,0,0,0,0
[DJ CA CQ C8 ST HA H8 DA D9 D8],D,4,2,1,0,0,0,[S7 DT],10,0.0000,[CQ C8 ST S7 HA H8 DA DT D9 D8],[DJ CA],-,2,2,2,1,0,1
[DJ SA SK S9 HA HK H8 DK DQ D8],D,1,2,0,0,0,0,[HJ C9],2,0.0000,[C9 SA SK S9 HA HK H8 DK DQ D8],[HJ DJ],-,1,2,0,0,0,0
[SJ CA CT C9 S9 HQ H9 H8 DA D9],S,4,1,0,0,0,0,[HT D7],10,0.0000,[CT C9 S9 HT HQ H9 H8 DA D9 D7],[SJ CA],-,2,1,1,0,0,1
[SJ HJ CA C7 S8 HA DT DK D9 D8],SH,4,1,1,0,1,0,[HK H9],4,0.0000,[CA C7 S8 HA HK H9 DT DK D9 D8],[SJ HJ],-,2,1,1,0,1,0
[SJ DJ CK C9 C7 SA ST SQ S9 D7],SD,5,1,1,1,0,0,[CT D8],10,0.9500,[SJ DJ CT CK C9 C7 SA ST SQ S9],[D8 D7],SD,6,1,1,1,0,0
[CJ CA CQ C8 SA HA HK H9 DK D8],C,4,2,0,0,0,0,[HT D7],10,0.0000,[CQ C8 SA HA HT HK H9 DK D8 D7],[CJ CA],-,2,2,1,1,1,1
[CJ CT CQ ST SQ S7 HK H9 H7 D8],C,3,0,1,0,0,0,[CK C9],4,0.0000,[CK CQ C9 ST SQ S7 HK H9 H7 D8],[CJ CT],-,3,0,1,0,0,1
[CA CQ ST SQ S8 S7 HQ H9 H7 DQ],-,2,0,1,0,0,0,[CJ S9],2,0.0000,[CQ ST SQ S9 S8 S7 HQ H9 H7 DQ],[CJ CA],-,1,0,1,0,0,1
[SJ CQ C9 ST SK S8 S7 HQ H8 D7],S,3,0,1,0,1,0,[DJ DK],6,0.0000,[CQ C9 ST SK S8 S7 HQ H8 DK D7],[SJ DJ],-,2,0,1,0,1,0
[SA SK SQ S8 S7 HT H9 H8 DK DQ],-,0,1,1,0,0,0,[C7 D8],0,0.0000,[SK SQ S8 S7 HT H9 H8 DK DQ D8],[C7 SA],-,0,0,1,0,0,1
[HJ CQ C7 SK SQ S9 S8 DK D9 D8],H,3,0,0,0,0,0,[CJ HA],13,0.0000,[CQ C7 SK SQ S9 S8 HA DK D9 D8],[CJ HJ],-,2,1,0,0,0,0
[CJ SJ DJ CT CK C7 SA HA DA D9],CSD,6,3,0,0,0,0,[HK DK],8,0.8500,[CJ SJ DJ CK SA HA HK DA DK D9],[CT C7],CSD,4,3,0,0,0,1
[SJ CQ ST SK SQ HT HK HQ DK D9],S,2,0,2,0,0,0,[S7 H8],0,0.0000,[ST SK SQ S7 HT HK HQ H8 DK D9],[SJ CQ],-,0,0,2,0,2,0
[CJ DJ CQ C9 S8 HQ DA DQ D9 D7],CD,4,1,0,0,0,0,[ST D8],10,0.0000,[CQ C9 ST S8 HQ DA DQ D9 D8 D7],[CJ DJ],-,2,1,1,0,0,0
[SJ C8 SA ST SK S8 S7 HQ DK D9],S,2,1,1,1,1,0,[CT DA],21,0.0000,[C8 SA ST SK S8 S7 HQ DA DK D9],[SJ CT],-,1,2,1,1,1,1
[SJ CT SA S7 HK H9 H8 DA DT D9],S,2,2,1,1,0,0,[CJ DJ],4,0.5000,[CJ SJ DJ CT SA S7 H8 DA DT D9],[HK H9],CSD,4,2,1,1,0,0
[CQ C7 SA ST SQ S7 H9 DT DK D9],-,2,1,2,1,1,0,[DJ H8],2,0.0000,[C7 SA ST SQ S7 H9 H8 DT DK D9],[DJ CQ],-,1,1,2,1,1,0
[DJ CA C9 ST SQ S7 HT H9 DA DK],D,3,1,2,0,0,0,[SJ C8],2,0.0000,[CA C9 C8 ST SQ S7 HT H9 DA DK],[SJ DJ],-,3,1,2,0,0,0
[SJ CA CK CQ SQ HQ H8 DK DQ D8],S,4,0,0,0,0,0,[C8 ST],10,0.0000,[CK CQ C8 ST SQ HQ H8 DK DQ D8],[SJ CA],-,3,0,1,0,0,1
[CJ CK C9 C8 ST S9 HA HQ DA D8],C,4,2,1,0,0,0,[DJ C7],2,0.7250,[CJ DJ CK C9 C8 C7 ST S9 HA DA],[HQ D8],CD,6,2,1,0,0,0
[CJ CK CQ C9 SQ S9 S8 HT H9 D7],C,4,0,1,0,0,0,[S7 HK],4,0.0000,[CQ C9 SQ S9 S8 S7 HT HK H9 D7],[CJ CK],-,2,0,1,0,1,0
[SJ CT CQ C8 ST SQ S9 HK H7 DK],S,4,0,1,0,0,0,[HT H8],10,0.0000,[CQ C8 ST SQ S9 HT HK H8 H7 DK],[SJ CT],-,2,0,2,0,1,1
[HJ CA CT CQ SA S9 HT HQ H8 D9],H,4,1,1,0,0,0,[H9 DT],10,0.0000,[CT CQ SA S9 HT HQ H9 H8 DT D9],[HJ CA],-,2,1,2,0,0,1
[CJ CA CT CK ST SK SQ H9 H8 H7],C,4,0,1,0,0,0,[HA D8],11,0.0000,[CT CK ST SK SQ HA H9 H8 H7 D8],[CJ CA],-,2,1,1,0,0,1
[CJ CT C7 SA SQ HK H9 DA DQ D9],C,3,2,0,0,0,0,[C8 S8],0,0.0000,[C8 C7 SA SQ S8 HK H9 DA DQ D9],[CJ CT],-,2,2,0,0,0,1
[CJ SJ DJ CA C9 C8 C7 S8 S7 H9],CSD,7,0,0,0,0,0,[CK DT],14,1.0000,[CJ SJ DJ CA CK C9 C8 C7 H9 DT],[S8 S7],CSD,8,0,1,0,0,0
[CK CQ S9 S7 HA HK DT D9 D8 D7],-,2,1,1,0,0,0,[SA H9],11,0.0000,[SA S9 S7 HA HK H9 DT D9 D8 D7],[CK CQ],-,0,2,1,0,0,0
[DJ CT CK C8 C7 SA SK S8 S7 D8],D,5,1,0,0,0,0,[HK D9],4,0.0000,[CK C8 C7 SA SK S8 S7 HK D9 D8],[DJ CT],-,3,1,0,0,0,1
[CA CK C8 SA SQ S9 S8 HK H7 DA],-,3,2,0,0,0,0,[CJ DQ],5,0.0000,[CJ CA CK C8 SA S9 S8 H7 DA DQ],[SQ HK],C,4,2,0,0,0,0
[DJ C9 ST SK S7 HK HQ H8 DA D7],D,2,1,1,0,1,0,[HJ DQ],5,0.0000,[C9 ST SK S7 HK HQ H8 DA DQ D7],[HJ DJ],-,1,1,1,0,1,0
[SJ CA CT C7 S8 HA DA DQ D9 D7],S,4,2,0,0,0,0,[DJ D8],2,0.9000,[SJ DJ CA CT C7 HA DA D9 D8 D7],[S8 DQ],SD,5,2,0,0,0,0
[CJ HJ DJ ST SK HK H9 H7 DA D9],CHD,3,1,1,0,0,0,[C7 S8],0,0.0000,[DJ C7 ST SK S8 HK H9 H7 DA D9],[CJ HJ],D,2,1,1,0,1,0
[SJ C9 C8 SK S7 HT H8 DK D9 D8],S,3,0,1,0,0,0,[CK DT],14,0.0000,[C9 C8 SK S7 HT H8 DT DK D9 D8],[SJ CK],-,2,0,2,0,1,0
[HJ SQ HA HK HQ H7 DA DK DQ D8],H,1,2,0,0,0,0,[CA CQ],14,0.0000,[CQ SQ HA HK HQ H7 DA DK DQ D8],[HJ CA],-,1,2,0,0,0,1
[CT CQ SK SQ S7 HQ H7 DA DT DQ],-,2,1,1,1,0,0,[HJ S8],2,0.0000,[CQ SK SQ S8 S7 HQ H7 DA DT DQ],[HJ CT],-,1,1,1,1,0,1
[CQ ST SK S8 HA HK H8 H7 DT DK],-,1,1,2,0,1,0,[DJ C7],2,0.0000,[C7 ST SK S8 HA HK H8 H7 DT DK],[DJ CQ],-,1,1,2,0,1,0
[SJ HJ C7 SA ST HA HK HQ DT D7],SH,3,2,2,1,0,0,[S7 D9],0,0.0250,[SJ HJ C7 SA ST S7 HA HQ DT D7],[HK D9],SH,3,2,2,1,0,0
[DJ CQ C9 C8 SK SQ S7 HQ D9 D8],D,4,0,0,0,0,0,[HJ DA],13,0.0000,[CQ C9 C8 SK SQ S7 HQ DA D9 D8],[HJ DJ],-,3,1,0,0,0,0
[CJ DJ CT C9 C7 HA HK HQ DT D7],CD,5,1,1,0,0,0,[CA H9],11,0.9500,[CJ DJ CA CT C9 C7 HA HK HQ H9],[DT D7],CD,6,1,0,0,0,1
[CQ C7 SA SQ S8 HQ H9 H8 DK DQ],-,2,1,0,0,0,0,[S9 DT],10,0.0000,[SA SQ S9 S8 HQ H9 H8 DT DK DQ],[CQ C7],-,0,1,1,0,0,0
[CJ SJ CK C9 C7 HK HQ H9 H8 D7],CS,5,0,0,0,0,0,[CA HA],22,0.8500,[CJ SJ CA CK C7 HA HK HQ H9 H8],[C9 D7],CS,5,1,0,0,0,0
[SJ HJ CK C9 C7 SK S9 HQ DK D8],SH,5,0,0,0,0,0,[CQ DA],14,0.2000,[SJ HJ CK CQ C9 C7 S9 DA DK D8],[SK HQ],SH,6,1,0,0,0,0
[CA C8 ST S9 S8 HA HT HK H9 DK],-,2,1,2,1,1,0,[DJ H7],2,0.0000,[C8 ST S9 S8 HA HT HK H9 H7 DK],[DJ CA],-,1,1,2,1,1,1
[SJ HJ CA CT CQ C8 C7 SQ S9 HA],SH,7,1,0,0,0,0,[HQ D9],3,0.9750,[SJ HJ CA CT CQ C8 C7 S9 HA HQ],[SQ D9],SH,7,1,0,0,0,0
[DJ SA SQ S9 S8 HQ H8 DT D9 D8],D,1,1,1,0,0,0,[SJ CA],13,0.0000,[CA SA SQ S9 S8 HQ H8 DT D9 D8],[SJ DJ],-,1,1,1,0,0,0
[HJ CA CK SQ HT H8 DT DK D9 D7],H,3,0,2,0,1,0,[C9 HK],4,0.0000,[CK C9 SQ HT HK H8 DT DK D9 D7],[HJ CA],-,2,0,2,0,2,1
[DJ CA CQ SA ST S9 S8 HK HQ D7],D,3,1,1,1,0,0,[SK D9],4,0.0000,[CQ SA ST SK S9 S8 HK HQ D9 D7],[DJ CA],-,1,1,1,1,1,1
[HJ CA CK CQ C8 SK SQ S8 HQ D7],H,5,0,0,0,0,0,[HT HK],14,0.0000,[CK CQ C8 SK SQ S8 HT HK HQ D7],[HJ CA],-,3,0,1,0,0,1
[DJ CA C7 SA S9 HA HT H8 DQ D9],D,3,2,1,1,0,0,[HK H9],4,0.0000,[C7 SA S9 HA HT HK H9 H8 DQ D9],[DJ CA],-,1,2,1,1,1,1
[DJ CQ S8 HK H9 H8 DA DK DQ D9],D,2,1,0,0,0,0,[CT S7],10,0.0000,[CQ S8 S7 HK H9 H8 DA DK DQ D9],[DJ CT],-,1,1,0,0,0,1
[SJ CA ST SK S7 HA HK DA DT D9],S,2,2,2,1,1,0,[S8 H9],0,0.0000,[ST SK S8 S7 HA HK H9 DA DT D9],[SJ CA],-,0,2,2,1,1,1
[DJ CT CQ C9 C8 C7 ST SK SQ D7],D,6,0,1,0,0,0,[CA H9],11,0.9250,[DJ CA CT CQ C9 C8 C7 ST SK SQ],[H9 D7],D,7,0,1,0,0,0
[SJ HJ CT ST S9 S7 HK H7 DK DQ],SH,3,0,1,0,0,0,[H9 D7],0,0.0000,[CT ST S9 S7 HK H9 H7 DK DQ D7],[SJ HJ],-,1,0,1,0,0,0
[CJ HJ CT CK C9 S9 S8 HA H9 H7],CH,5,1,0,0,0,0,[CQ DK],7,0.4500,[CJ HJ CT CK CQ C9 HA H9 H7 DK],[S9 S8],CH,6,1,0,0,0,0
[CJ CK C9 SK S8 HK H9 DT DK D7],C,3,0,1,0,1,0,[SQ HQ],6,0.0000,[C9 SK SQ S8 HK HQ H9 DT DK D7],[CJ CK],-,1,0,1,0,1,0
[HJ DJ C7 ST S8 HK DK DQ D9 D8],HD,3,0,1,0,0,0,[S7 H7],0,0.0000,[C7 ST S8 S7 HK H7 DK DQ D9 D8],[HJ DJ],-,1,0,1,0,0,0
[CK C8 SA S9 S8 HA HK HQ D9 D7],-,2,2,0,0,0,0,[CT DK],14,0.0000,[C8 SA S9 S8 HA HK HQ DK D9 D7],[CT CK],-,1,2,0,0,0,1
[CA C9 ST SK S9 S8 H8 H7 D9 D7],-,2,0,1,0,1,0,[HT HK],14,0.0000,[ST SK S9 S8 HT HK H8 H7 D9 D7],[CA C9],-,0,0,2,0,2,1
[SJ SK S8 HT H7 DA DK DQ D9 D7],S,1,1,1,0,0,0,[HA H9],11,0.0000,[S8 HA HT H9 H7 DA DK DQ D9 D7],[SJ SK],-,0,2,1,1,0,0
[SJ HJ CA CT CK HK HQ DA D9 D8],SH,5,1,0,0,0,0,[C8 S9],0,0.4000,[SJ HJ CA CT CK C8 HK HQ DA D8],[S9 D9],SH,6,1,0,0,0,0
[SJ HJ CA C8 HT HK H8 DT DQ D9],SH,4,0,2,0,1,0,[SQ D7],3,0.0000,[CA C8 SQ HT HK H8 DT DQ D9 D7],[SJ HJ],-,2,0,2,0,1,0
[HJ CT C9 C7 SA ST H8 DA DK D8],H,4,2,1,1,0,0,[CA CQ],14,0.9000,[HJ CA CT C9 C7 SA ST DA DK D8],[CQ H8],H,5,2,1,1,0,0
