Hand,Skat,BestGame,ProbNull,SafeSuits,VoidSuits,TotalGaps,Blank8s,Gaps_C,Gaps_S,Gaps_H,Gaps_D
 [CA C9 C8 C7 S8 HK H9 H8 H7 DQ]    ,[SK DJ],Null,0.1,1,0,3,1,1,1,0,1
 [CT SJ S8 S7 HQ H9 H7 DQ DT D8]    ,[CA SQ],Null,0.05,1,0,5,0,1,0,1,3
 [ST S8 S7 H9 H7 DK DJ DT D9 D8]    ,[CK CQ],Null,0.3,3,1,1,0,0,0,0,1
 [CJ CT C9 C7 S9 H8 DQ DJ D8 D7]    ,[HK HQ],Null,0.35,2,0,2,1,0,1,1,0
 [CK CJ C9 C8 SK SQ S9 S8 S7 H8]    ,[HQ DA],Null,0.15,2,1,2,1,1,0,1,0
 [C7 SQ ST S9 S7 HA HJ HT H9 H7]    ,[DK DQ],Null,1.0,4,1,0,0,0,0,0,0
 [C9 C7 ST S9 HK H9 H8 H7 D9 D7]    ,[CA DA],Null,0.2,3,0,2,0,0,2,0,0
 [SK ST S7 HA HK HT H7 D9 D8 D7]    ,[CA CK],Null,0.05,2,1,5,0,0,2,3,0
 [CQ C9 C8 S8 HT H7 DK DJ DT D8]    ,[CA SA],Null,0.2,0,0,6,1,2,1,1,2
 [CQ C9 C8 SA SJ S9 S7 HQ D8 D7]    ,[HK DT],Null,0.05,1,0,4,0,2,1,1,0
 [C8 C7 SQ ST S7 HJ HT H9 DJ D9]    ,[C9 DA],Null,0.05,1,0,6,0,0,2,2,2
 [CJ CT SK SQ SJ S9 S7 H9 H8 H7]    ,[CK DQ],Null,0.1,3,1,2,0,2,0,0,0
 [CA CK CQ CT C9 C8 HT H9 D9 D7]    ,[S8 DA],Null,0.3,2,1,3,0,1,0,2,0
 [SQ S8 S7 HT H8 DA DQ DJ D9 D7]    ,[CK CQ],Null,0.3,2,1,3,0,0,1,2,0
 [CA CT C8 C7 ST S9 HQ H7 DT D7]    ,[SQ HJ],Null,0.15,0,0,5,0,1,2,1,1
 [C7 S9 S8 HK HT H9 DA DK DJ D9]    ,[CK C9],Null,0.05,1,0,8,0,0,1,3,4
 [CA CJ CT C9 C8 C7 ST S7 D9 D7]    ,[HJ DK],Null,0.7,3,1,1,0,0,1,0,0
 [CK C7 S9 S8 S7 H9 DQ DT D9 D8]    ,[CJ HA],Null,0.05,1,0,3,0,1,0,1,1
 [CK CT ST S9 HJ H9 H8 H7 D9 D7]    ,[SK DK],Null,0.05,2,0,4,0,2,2,0,0
 [C8 C7 SA SK SJ S8 HK H9 D8 D7]    ,[CA DT],Null,0.05,2,0,6,0,0,4,2,0
 [CQ C9 HK HT H9 H7 DA DK DJ D9]    ,[SQ S7],Null,0.05,2,1,6,0,2,0,0,4
 [CA CQ C8 S7 HQ H9 H8 DA DQ D8]    ,[CJ DK],Null,0.05,1,0,8,0,3,0,2,3
 [C9 SJ HA HK HQ H7 DQ DT D9 D8]    ,[CT S8],Null,0.05,0,0,6,0,1,1,3,1
 [C8 SQ SJ ST S9 S8 S7 DK D9 D8]    ,[H9 DJ],Null,0.55,2,1,3,1,1,0,0,2
 [C7 S8 HT H9 H7 DA DK DQ D9 D8]    ,[CQ SA],Null,0.35,2,0,3,1,0,1,0,2
 [CQ CT C9 HQ HT H7 DK DJ D9 D7]    ,[CK SA],Null,0.05,2,1,5,0,3,0,2,0
 [CA CT C9 C8 S7 HK HQ DA DQ DJ]    ,[SQ HT],Null,0.05,1,0,7,0,2,0,2,3
 [CQ CJ C8 ST S7 HK HJ HT H7 D9]    ,[CA DK],Null,0.05,0,0,6,0,3,1,1,1
 [CK CJ CT C8 C7 S9 S7 HQ H9 D7]    ,[DA DK],Null,0.2,3,0,2,0,0,0,2,0
 [CQ C7 S8 HQ HT H7 DQ DJ D8 D7]    ,[CJ SQ],Null,0.15,1,0,4,1,1,1,2,0
 [CA CK C8 C7 HA HK HT H7 D9 D7]    ,[SK DK],Null,0.1,2,1,5,0,2,0,3,0
 [CQ CT C8 C7 SA SJ S8 S7 DQ D9]    ,[HQ HT],Null,0.15,2,1,3,0,0,1,0,2
 [CA C8 SJ S9 S8 S7 HJ H8 DK D9]    ,[CQ HT],Null,0.05,1,0,6,0,2,0,2,2
 [CK C9 C7 SJ ST S9 HT DJ DT D8]    ,[CT HQ],Null,0.05,0,0,6,0,1,2,1,2
 [CT C9 C7 SJ S7 H7 DK DJ D9 D8]    ,[ST HK],Null,0.15,2,0,2,0,0,1,0,1
 [C7 SA SQ S9 S7 HK HJ H9 H7 D8]    ,[C9 SJ],Null,1.0,3,0,1,1,0,0,0,1
 [CT C8 HT H9 DA DQ DJ DT D8 D7]    ,[SK SQ],Null,0.15,2,1,4,0,2,0,2,0
 [CK CJ C9 C8 C7 SQ S8 HK HT H8]    ,[ST DK],Null,0.1,2,1,5,0,0,2,3,0
 [CT C8 SA ST S9 S7 DK DQ DT D7]    ,[HK HJ],Null,0.2,1,1,5,0,2,1,0,2
 [CK CQ CJ C9 C8 C7 S8 HT H9 H7]    ,[DK D9],Null,1.0,3,1,1,1,0,1,0,0
 [CT C9 C7 SJ S9 S8 S7 H8 DQ DT]    ,[CQ HQ],Null,0.2,2,0,3,1,0,0,1,2
 [C8 SQ S7 HJ HT H8 H7 DK DT D9]    ,[HQ DA],Null,0.1,1,0,5,1,1,1,0,3
 [C8 C7 SK SQ S8 S7 HT H7 DT D8]    ,[CA DK],Null,0.4,1,0,4,0,0,1,1,2
 [C8 C7 SJ S8 S7 DA DK DJ D9 D7]    ,[CQ HQ],Null,1.0,4,1,0,0,0,0,0,0
 [CK CT C8 C7 SK SQ S9 S7 DQ D7]    ,[HQ DA],Null,0.15,2,1,2,0,0,1,0,1
 [CT C8 C7 S8 S7 HJ H9 H8 H7 D8]    ,[CA DK],Null,0.95,3,0,1,1,0,0,0,1
 [C7 SK S8 S7 HA HQ HJ HT H9 H8]    ,[CK DK],Null,0.35,2,1,2,0,0,1,1,0
 [CT C8 S9 S8 HK HT H8 H7 DJ D8]    ,[CA CQ],Null,0.25,1,0,5,0,2,1,0,2
 [SQ S8 HK HJ HT H8 H7 DJ DT D9]    ,[CA S9],Null,0.05,2,1,4,0,0,2,0,2
 [C9 SK SQ S8 S7 HJ HT H7 DK D7]    ,[CK HA],Null,0.05,0,0,4,0,1,1,1,1
 [CQ CJ C9 C8 HA HT DK D9 D8 D7]    ,[ST S9],Null,0.05,2,1,3,0,1,0,2,0
 [CQ C9 SQ ST S8 S7 DQ D9 D8 D7]    ,[CT HK],Null,0.2,3,1,2,0,2,0,0,0
 [SJ ST S9 HJ H9 DQ DJ D9 D8 D7]    ,[CK CQ],Null,0.05,2,1,4,0,0,2,2,0
 [CK C9 S9 S7 HK HQ H8 H7 D9 D7]    ,[CQ SA],Null,0.05,2,0,3,0,2,0,1,0
 [C9 SA SK ST S7 HQ H8 DQ DT D8]    ,[CK C7],Null,0.05,0,0,9,0,1,3,2,3
 [CK CQ CJ C9 C7 S7 HK HT H8 DK]    ,[SQ DT],Null,0.05,2,0,4,0,0,0,3,1
 [CK CT C7 SK SQ ST S8 HQ HT H7]    ,[HJ DA],Null,0.1,1,1,6,0,2,3,1,0
 [CQ CT C7 SA SK S9 S7 HQ D9 D8]    ,[HK HJ],Null,0.05,0,0,6,0,2,2,1,1
 [CQ C9 C8 SJ S9 S7 H9 H7 DQ D8]    ,[CA DA],Null,0.05,2,0,4,0,2,0,0,2
 [CQ C9 C8 C7 HA HK HQ HJ H9 H8]    ,[SK DQ],Null,0.4,3,2,1,0,0,0,1,0
 [C9 S7 HQ HT H9 H7 DA DJ D8 D7]    ,[CQ CT],Null,0.4,2,0,2,0,1,0,0,1
 [CT C7 S7 HA HK HQ H9 DJ D8 D7]    ,[SJ S9],Null,0.05,2,0,5,0,1,0,4,0
 [CJ C9 C7 ST S8 H9 DA D9 D8 D7]    ,[SQ HA],Null,0.15,1,0,4,0,0,2,1,1
 [C9 C7 SQ SJ S9 S8 H9 H8 DT D9]    ,[SK DK],Null,0.1,1,0,4,0,0,1,1,2
 [C9 SJ S8 S7 HA HT H8 H7 D9 D7]    ,[CQ C8],Null,0.9,2,0,2,0,1,0,1,0
 [C8 C7 S7 HQ H9 H7 DQ DT D8 D7]    ,[C9 HJ],Null,1.0,4,0,0,0,0,0,0,0
 [SK S8 HK HQ HT H9 H8 H7 D8 D7]    ,[CK CQ],Null,0.1,3,1,2,0,0,2,0,0
 [CQ CT C8 SQ S9 H9 H8 DQ DJ D9]    ,[CA HK],Null,0.05,0,0,9,0,3,2,1,3
 [C7 ST S7 HA HK H8 H7 DQ D8 D7]    ,[CK SK],Null,0.2,1,0,4,0,0,1,2,1
 [CJ C7 S9 S8 HQ H9 DA DQ D9 D7]    ,[CT SJ],Null,0.2,0,0,6,0,1,1,2,2
 [CQ C9 C8 SA ST S9 S8 DQ DT D7]    ,[SJ HQ],Null,0.05,1,1,5,0,2,1,0,2
 [C9 C8 C7 S9 S7 H9 DK DT D9 D7]    ,[HK HT],Null,0.45,3,0,1,0,0,0,1,0
 [C9 C8 S9 S8 HA HT H9 H7 D8 D7]    ,[CK DA],Null,0.4,1,0,3,0,1,1,1,0
 [CQ CT C7 SJ ST HK H7 DQ DT D8]    ,[C9 DJ],Null,0.05,1,0,5,0,0,2,1,2
 [CK CT C9 C7 S7 H8 DA DQ DJ D7]    ,[SK HK],Null,0.05,2,0,4,1,0,0,1,3
 [CK CT C9 C8 C7 SK ST S7 HK D8]    ,[HQ DA],Null,0.05,1,0,4,1,0,2,1,1
 [C7 ST S9 S8 HQ H9 H8 DQ D9 D7]    ,[CQ HK],Null,0.05,1,0,4,0,0,1,2,1
 [SK SJ ST HA HK HQ HT DT D8 D7]    ,[CT C9],Null,0.05,2,1,7,0,0,3,4,0
 [CA CQ CT C7 SA SJ HK HQ H7 D7]    ,[S9 D8],Null,0.05,1,0,7,0,3,2,2,0
 [CQ CT C9 C7 HT DQ DJ D9 D8 D7]    ,[SK HJ],Null,0.15,3,1,1,0,0,0,1,0
 [C8 SA SK SQ S9 HQ H7 DJ D8 D7]    ,[CK HT],Null,0.05,1,0,6,1,1,4,1,0
 [CQ C9 C8 HK H8 H7 DK DQ DJ D7]    ,[CA CJ],Null,0.05,1,1,4,0,1,0,1,2
 [CQ CT C9 C8 S8 H7 DA DQ DT D9]    ,[HJ H8],Null,0.05,1,0,6,1,1,1,0,4
 [SA SK ST S8 HK H9 H7 DQ D9 D7]    ,[CT HA],Null,0.1,1,1,6,0,0,4,1,1
 [CK CJ C7 S9 HQ DA DJ D9 D8 D7]    ,[ST HK],Null,0.05,1,0,4,0,2,1,1,0
 [SJ ST S9 S8 HK HT H9 H8 H7 D7]    ,[DA DQ],Null,0.2,3,1,1,0,0,1,0,0
 [CA CQ CJ C8 C7 SQ ST S7 H9 D8]    ,[HT DQ],Null,0.25,1,0,4,1,0,2,1,1
 [C9 ST S9 S8 HK H7 DK DT D8 D7]    ,[CK CQ],Null,0.05,1,0,3,0,1,1,1,0
 [CT C9 S7 HK HJ HT H7 DQ D8 D7]    ,[C8 ST],Null,0.25,1,0,3,0,1,0,1,1
 [CA CK C9 C7 SK S9 S7 H8 DJ D7]    ,[HQ DK],Null,0.2,0,0,5,1,2,1,1,1
 [C8 SQ SJ S9 S8 S7 H9 H8 DJ D7]    ,[CA CQ],Null,0.35,1,0,3,1,1,0,1,1
 [CK CQ C8 SA SQ SJ S9 H8 DK DQ]    ,[DT D8],Null,0.05,0,0,10,1,3,4,1,2
 [CK CT C8 C7 S7 HJ H9 H8 H7 DT]    ,[SK DJ],Null,0.2,3,0,1,0,0,0,0,1
 [CT C8 S7 HA HK HQ HT H7 DT D7]    ,[SK DQ],Null,0.45,1,0,5,0,2,0,2,1
 [C8 S8 S7 HQ HT DK DQ DT D9 D7]    ,[CQ SA],Null,0.05,2,0,3,1,1,0,2,0
 [CJ C8 C7 S9 HQ HT H9 H8 H7 D9]    ,[DT D8],Null,0.55,2,0,2,0,0,1,0,1
 [CQ CT C9 SK SQ S8 S7 HT DJ D7]    ,[CA DK],Null,0.05,0,0,6,0,3,1,1,1
 [C7 SK SQ S7 HQ H9 H8 H7 D8 D7]    ,[CQ SJ],Null,0.25,3,0,2,0,0,2,0,0
 [C7 ST S8 HA HK HJ H7 DT D9 D7]    ,[SQ DJ],Null,0.15,2,0,5,0,0,2,3,0
 [C7 HK HT H8 H7 DK DJ DT D8 D7]    ,[CT SJ],Null,1.0,4,1,0,0,0,0,0,0
 [CJ C9 C7 ST S7 HK HT H8 DQ DT]    ,[SK SJ],Null,0.05,1,0,6,0,0,1,3,2
 [CA CK C9 C7 SQ S7 HK HT H7 D9]    ,[SA DQ],Null,0.05,0,0,6,0,2,1,2,1
 [CT C9 C8 S8 HQ H7 DQ DJ D9 D7]    ,[SK SQ],Null,0.1,1,0,3,1,1,1,1,0
 [C8 ST S8 S7 H8 H7 DA DK D9 D7]    ,[CK HA],Null,0.3,2,0,3,1,1,0,0,2
 [CJ C7 SQ S9 S8 S7 H9 DQ DT D7]    ,[CK HA],Null,0.1,1,0,4,0,1,0,1,2
 [CQ C7 SK ST S7 HK HJ HT H8 D8]    ,[CT DK],Null,0.05,0,0,6,1,1,2,2,1
 [CT C7 SK ST S9 S8 HK HT H9 H7]    ,[CK HQ],Null,0.25,2,1,2,0,1,1,0,0
 [CA CT C8 C7 S8 H8 DK DQ DT D9]    ,[SA SK],Null,0.05,0,0,6,2,1,1,1,3
 [CK C9 C8 C7 ST S9 S8 S7 H9 D7]    ,[DK DQ],Null,0.25,3,0,1,0,0,0,1,0
 [SK SQ SJ ST S8 S7 HQ HT DJ D9]    ,[CT DK],Null,0.05,2,1,4,0,0,0,2,2
 [C8 SK SJ ST S8 S7 HQ H8 H7 D7]    ,[CQ HA],Null,0.85,2,0,2,1,1,0,1,0
 [C7 SK SQ S9 S7 H8 DK DQ D9 D7]    ,[SA HQ],Null,0.75,1,0,3,1,0,1,1,1
 [CK CT C8 SA SJ S9 HQ H8 D9 D8]    ,[SQ HK],Null,0.05,0,0,9,0,3,3,2,1
 [CJ C8 SA SQ ST S8 S7 H8 H7 D9]    ,[CT DT],Null,0.25,2,0,3,0,2,0,0,1
 [CT C8 SK SJ ST S9 S8 H8 DK DT]    ,[CK HA],Null,0.05,0,0,6,1,2,1,1,2
 [CK CQ CT C7 HK H8 H7 DQ DJ D7]    ,[SK ST],Null,0.05,1,1,5,0,2,0,1,2
 [S9 HQ HJ HT H9 H8 H7 DT D9 D8]    ,[SK SQ],Null,0.15,2,1,2,0,0,1,0,1
 [CA CK C9 C8 C7 ST S8 H9 DQ DT]    ,[HT DJ],Null,0.1,1,0,5,0,0,2,1,2
 [CA CK CT C7 SK SQ S8 HT D9 D7]    ,[SJ DJ],Null,0.05,1,0,7,0,3,3,1,0
 [C9 ST S9 HK HJ HT H7 DQ D9 D7]    ,[CK SA],Null,0.05,0,0,5,0,1,2,1,1
 [SA S9 S7 HK HJ H9 H8 DT D9 D8]    ,[CT SK],Null,0.1,1,1,3,0,0,1,1,1
 [CQ C8 C7 SK ST S9 S7 DK D9 D8]    ,[HQ DJ],Null,0.3,2,1,3,0,1,0,0,2
 [CA CK CQ CJ CT C8 S8 S7 DQ D8]    ,[HK DK],Null,0.15,2,1,4,0,2,0,0,2
 [C7 SJ HQ H7 DK DQ DJ DT D9 D8]    ,[CK SQ],Null,0.05,1,0,3,0,0,1,1,1
 [CA CT C9 C7 H9 H8 DK DJ D9 D7]    ,[SK ST],Null,0.45,2,1,2,0,1,0,1,0
 [CA CT C9 C7 S9 HT H9 H7 DT D8]    ,[SA SK],Null,0.2,1,0,4,0,1,1,0,2
 [CK CQ C9 C7 S7 H8 DK DT D9 D8]    ,[SQ HK],Null,0.15,1,0,3,1,1,0,1,1
 [SQ S8 S7 HK HQ H9 DK DT D8 D7]    ,[CT C9],Null,0.05,2,1,4,0,0,1,3,0
 [SK ST S9 S7 HA HT H9 H7 DQ D8]    ,[CQ CT],Null,0.3,2,1,3,0,0,0,1,2
 [CA CK CT ST S8 H8 H7 DA DJ DT]    ,[C8 HQ],Null,0.05,1,0,8,0,3,2,0,3
 [CJ C9 C7 S8 HT H7 DT D9 D8 D7]    ,[SA HQ],Null,0.65,2,0,2,1,0,1,1,0
 [C8 SA SK SQ S7 HK H8 DQ DT D7]    ,[H9 D9],Null,0.05,1,0,6,1,1,3,2,0
 [CJ C7 SK SQ SJ S8 S7 H7 D9 D7]    ,[CK HK],Null,0.3,3,0,1,0,1,0,0,0
 [CQ CT C9 C8 HK HJ HT H8 DQ D8]    ,[SK SQ],Null,0.05,1,1,5,0,1,0,2,2
 [CA CK CQ CT C7 S7 HQ H9 H8 D7]    ,[SA SQ],Null,0.2,2,0,4,0,2,0,2,0
 [C8 SJ ST S9 S7 H9 H7 DJ D8 D7]    ,[CK DA],Null,1.0,3,0,1,1,1,0,0,0
 [CA CK CT C7 SQ SJ S7 H9 DT D9]    ,[ST H7],Null,0.2,0,0,7,0,3,1,1,2
 [CQ CT C7 SA SK S9 S7 H9 DT D9]    ,[HQ DJ],Null,0.05,0,0,7,0,2,2,1,2
 [CT C8 C7 S8 DA DK DJ DT D8 D7]    ,[HA HK],Null,1.0,3,1,1,1,0,1,0,0
 [C9 C7 SJ S9 HT H9 H8 DT D8 D7]    ,[CA ST],Null,0.05,2,0,3,0,0,2,1,0
 [C8 C7 SA SK SQ ST S9 S8 S7 H8]    ,[DQ DJ],Null,1.0,3,1,1,1,0,0,1,0
 [C9 SA ST S9 S7 HQ HJ H7 D9 D8]    ,[CA CK],Null,0.05,0,0,5,0,1,1,2,1
 [CA CK CJ C9 C7 SQ S8 H7 DK DT]    ,[HK DQ],Null,0.05,2,0,4,0,0,2,0,2
 [CJ CT C8 S9 S8 S7 H8 DQ D8 D7]    ,[CA HA],Null,0.15,1,0,4,1,2,0,1,1
 [CT C8 HA HQ H8 H7 DK DQ D8 D7]    ,[SJ ST],Null,0.3,1,1,5,0,2,0,2,1
 [CK CQ C8 C7 H9 H8 DQ DJ D9 D8]    ,[SK S9],Null,0.25,1,1,3,0,1,0,1,1
 [CK CQ CJ SQ S9 S8 HT DJ D8 D7]    ,[DA DQ],Null,0.05,1,0,6,0,3,2,1,0
 [CT C7 S9 S8 HK HQ H8 H7 DT D8]    ,[CA DA],Null,0.5,0,0,5,0,1,1,1,2
 [CA CK CT C7 SQ S9 S8 HT H9 D8]    ,[SJ DQ],Null,0.15,0,0,7,1,3,1,2,1
 [CT C8 S8 S7 HA HJ HT H7 DT D8]    ,[ST DQ],Null,0.25,1,0,6,0,2,0,2,2
 [CQ CJ C7 SK ST S9 HA HQ H8 D8]    ,[DT D9],Null,0.05,0,0,9,1,2,3,3,1
 [CK C9 C8 C7 HK HT H8 H7 D8 D7]    ,[ST DJ],Null,1.0,4,1,0,0,0,0,0,0
 [CT C7 S8 HQ HT H9 H8 H7 D9 D7]    ,[SQ DK],Null,0.75,2,0,2,1,1,1,0,0
 [CT C9 C7 S9 S8 HK HT H9 H7 D9]    ,[DK DJ],Null,0.25,2,0,2,0,0,1,0,1
 [CK CJ CT C7 SQ ST S9 S8 HQ HT]    ,[DK DJ],Null,0.1,1,1,4,0,1,1,2,0
 [CQ CT C9 C8 C7 ST S8 H9 D9 D8]    ,[HA HK],Null,0.2,1,0,4,0,0,2,1,1
 [C8 SA SK SQ SJ S9 S8 S7 H8 D7]    ,[CQ DK],Null,0.95,2,0,2,2,1,0,1,0
 [CQ C8 C7 S8 HQ H8 H7 DJ D9 D7]    ,[SQ S9],Null,0.3,1,0,3,1,1,1,1,0
 [CK CQ CT C8 HQ HT H9 H8 DT D8]    ,[SQ S9],Null,0.2,1,1,6,0,3,0,1,2
 [CQ C9 C7 SK S8 H9 DQ DT D9 D8]    ,[CJ HA],Null,0.05,1,0,4,0,0,2,1,1
 [CQ C9 C7 ST HK H9 H8 DK D8 D7]    ,[SA S9],Null,0.05,0,0,5,0,1,1,2,1
 [C7 SJ S9 HQ HT DK DQ DT D8 D7]    ,[CT SA],Null,0.05,2,0,4,0,0,2,2,0
 [C8 SK SJ ST S9 S8 H8 H7 D8 D7]    ,[CK HK],Null,0.3,2,0,2,1,1,1,0,0
 [CQ C7 SQ ST S9 HQ HJ H9 H7 D9]    ,[CA SK],Null,0.05,1,0,5,0,1,3,0,1
 [C7 SA SQ HK HQ H9 H8 H7 DQ DT]    ,[C8 S9],Null,0.05,2,0,4,0,0,2,0,2
 [C9 C7 SJ S9 S8 S7 H9 DK D9 D8]    ,[CK HQ],Null,0.1,2,0,3,0,0,0,1,2
 [S8 HA HQ HJ H8 H7 DK DT D9 D7]    ,[CA CK],Null,1.0,3,1,1,1,0,1,0,0
 [CA CQ CT C7 S8 HJ H8 DQ DT D9]    ,[HK DJ],Null,0.15,0,0,8,1,3,1,2,2
 [CQ CT C7 SA SQ ST S8 DT D8 D7]    ,[HJ DJ],Null,0.1,2,1,6,0,2,4,0,0
 [CA CQ C9 C8 SJ S9 HK HT H9 H8]    ,[DK DQ],Null,0.05,1,1,6,0,3,2,1,0
 [CA CQ C9 C8 S9 S8 H7 DK DT D7]    ,[SA SJ],Null,0.05,1,0,6,0,3,1,0,2
 [CJ C9 C7 S9 S8 S7 H7 DQ DJ D9]    ,[HK DK],Null,0.1,3,0,3,0,0,0,0,3
 [CJ C7 S9 S8 S7 H7 DA D9 D8 D7]    ,[HA HQ],Null,0.35,2,0,2,0,1,0,0,1
 [CA CK CQ C9 S9 S8 H9 H7 D9 D8]    ,[HQ HT],Null,0.05,1,0,6,0,4,1,0,1
 [CJ C9 C7 S7 HQ H8 DK DQ DT D7]    ,[SK HT],Null,0.15,2,0,4,0,0,0,2,2
 [CA CQ C9 C7 H9 DA DQ DJ D9 D7]    ,[S9 H8],Null,0.75,2,1,3,0,2,0,1,0
 [C9 C8 S8 HT DQ DJ DT D9 D8 D7]    ,[SA HK],Null,0.2,1,0,3,1,1,1,1,0
 [CQ C7 SA SK S9 S8 S7 HK HQ H8]    ,[CT DQ],Null,0.05,2,1,4,0,1,0,3,0
 [C9 C7 S9 H9 H8 DQ DT D9 D8 D7]    ,[SK SQ],Null,0.15,2,0,2,0,0,1,1,0
 [SA SJ S9 S8 HT H7 DQ DJ DT D7]    ,[CK C7],Null,0.25,1,1,4,0,0,2,1,1
 [CT C9 C8 SK S9 S8 S7 HQ HT H9]    ,[SA HJ],Null,0.1,2,1,3,0,1,0,2,0
 [S9 S8 S7 HA HQ H9 H7 DK D8 D7]    ,[CQ CT],Null,0.45,2,1,3,0,0,0,2,1
 [CT C9 C7 SQ S8 HK H7 DJ DT D7]    ,[SA HQ],Null,0.05,1,0,4,0,0,2,1,1
 [CK CJ C9 SQ S7 HQ HT H7 DJ D7]    ,[CA D9],Null,0.05,0,0,7,0,3,1,2,1
 [CA CK CQ C8 C7 HJ HT H7 D9 D7]    ,[ST S9],Null,0.55,2,1,2,0,1,0,1,0
 [C8 SQ S9 S7 HK HT H9 H7 DJ D7]    ,[CA DK],Null,0.35,1,0,3,1,1,1,0,1
 [C8 C7 HJ HT H9 H8 H7 DK D9 D8]    ,[SK SQ],Null,0.15,3,1,2,0,0,0,0,2
 [SA ST S9 S7 H9 H8 DA DK D9 D8]    ,[CA CK],Null,0.2,1,1,5,0,0,1,1,3
 [C8 S9 HQ HT H9 H7 DA DJ D9 D7]    ,[CQ CT],Null,0.4,1,0,3,1,1,1,0,1
 [CT C9 C8 ST S9 HA HQ HT H8 D7]    ,[SJ DQ],Null,0.05,1,0,7,0,1,2,4,0
 [CK CQ C8 C7 ST HA HQ HT H8 H7]    ,[SJ DT],Null,0.15,2,1,2,0,1,1,0,0
 [C9 C7 SQ S8 HK HT H9 H8 H7 D8]    ,[DK DJ],Null,0.3,2,0,3,1,0,2,0,1
 [CT C7 SQ S9 S7 H9 H8 H7 D8 D7]    ,[CK CJ],Null,0.45,2,0,2,0,1,1,0,0
 [CK C9 C7 SQ S8 HQ HT H9 DT D7]    ,[CA SK],Null,0.05,0,0,7,0,1,2,3,1
 [CA CK C8 C7 SK ST HK H8 H7 D8]    ,[DK DT],Null,0.05,0,0,6,1,2,2,1,1
 [CK CJ C8 C7 SA SK ST S8 S7 D7]    ,[HQ DA],Null,1.0,4,1,0,0,0,0,0,0
 [CK C8 SA SK SQ S8 S7 D9 D8 D7]    ,[CQ HQ],Null,0.05,2,1,3,0,2,1,0,0
 [SQ S8 S7 HA HQ H9 H8 DK DQ D7]    ,[CQ DJ],Null,0.05,1,1,6,0,0,1,3,2
 [CJ CT C9 HA HQ H9 H8 H7 DK D7]    ,[SK ST],Null,0.05,2,1,3,0,2,0,0,1
 [C9 C7 SQ ST HQ H8 H7 DT D9 D7]    ,[CA SJ],Null,0.05,2,0,3,0,0,2,1,0
 [SK SQ S9 S8 S7 H9 H8 H7 D8 D7]    ,[SA DA],Null,1.0,4,1,0,0,0,0,0,0
 [C8 SA SQ S9 S8 HA HQ H9 H8 D9]    ,[C9 DQ],Null,0.1,0,0,8,1,1,3,3,1
 [C7 S8 S7 HA HJ HT H9 H8 DT D8]    ,[CT DK],Null,0.15,2,0,3,0,0,0,1,2
 [CT C9 C7 S9 HK HQ HT H7 D9 D8]    ,[CK SJ],Null,0.25,1,0,4,0,0,1,2,1
 [CA CJ C9 ST S9 S8 HT H7 DQ D7]    ,[C8 DA],Null,0.05,0,0,6,0,3,1,1,1
 [CQ C9 SK S9 S7 HT H9 H8 DQ D7]    ,[SJ DK],Null,0.05,0,0,5,0,2,1,1,1
 [CJ CT C9 C8 S9 S8 S7 H9 H8 H7]    ,[DA D9],Null,0.2,3,1,1,0,1,0,0,0
 [CQ C8 S9 HA HQ H9 H7 DJ DT D7]    ,[CJ CT],Null,0.1,0,0,6,0,2,1,2,1
 [CT SK S8 HK HJ H9 H7 DQ D9 D8]    ,[C9 SQ],Null,0.05,1,0,5,0,1,2,0,2
 [C8 C7 SK S9 S7 HA HQ DQ DJ D8]    ,[C9 SA],Null,0.05,1,0,6,0,0,1,2,3
 [C9 C7 ST S9 S8 S7 H8 DQ DJ DT]    ,[CQ HJ],Null,0.05,2,0,4,1,0,0,1,3
 [SQ S8 S7 HQ H9 DA DQ DT D9 D8]    ,[CJ HK],Null,0.1,1,1,4,0,0,1,2,1
 [C9 C8 C7 SJ HA HQ DK DQ D9 D7]    ,[SA S8],Null,0.05,1,0,4,0,0,1,2,1
 [CQ C9 C7 S8 H7 DK DQ D9 D8 D7]    ,[CA HK],Null,0.8,2,0,2,1,1,1,0,0
 [SJ S9 S8 H9 H7 DA DJ DT D9 D8]    ,[CK HK],Null,0.15,2,1,2,0,0,1,0,1
 [C7 SQ ST HT H9 DK DQ DT D9 D8]    ,[HK DJ],Null,0.05,1,0,5,0,0,2,2,1
 [CK CJ CT SQ S9 H7 DK DQ DT D7]    ,[SK D8],Null,0.05,2,0,5,0,3,2,0,0
 [C8 SA SK S8 HK HJ DJ DT D9 D7]    ,[C9 HQ],Null,0.05,1,0,6,1,1,3,2,0
 [C7 HK HJ H9 H7 DA DK DQ D8 D7]    ,[SA ST],Null,0.7,3,1,1,0,0,0,0,1
 [C7 SQ HA HQ H9 H8 H7 DQ D8 D7]    ,[CA CK],Null,0.05,2,0,2,0,0,1,0,1
 [CT C9 C8 C7 ST S9 S8 S7 DQ D7]    ,[HK DJ],Null,0.35,3,1,1,0,0,0,0,1
 [S8 HA HQ HT H9 H7 DQ DT D9 D7]    ,[CK CT],Null,1.0,3,1,1,1,0,1,0,0
 [C7 HA HQ HJ H9 H7 DT D9 D8 D7]    ,[CK SJ],Null,1.0,4,1,0,0,0,0,0,0
 [C9 C8 SQ SJ S8 S7 DT D9 D8 D7]    ,[CA HK],Null,0.45,3,1,1,0,1,0,0,0
