Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,BlankTens,MaxSuitLen,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[HJ DJ C7 ST SK HT H9 DA DT D9],HD,3,1,3,1,0,3,0,0,[CA SQ],14,0.0500,[HJ DJ C7 ST SK HT H9 DA DT D9],,-,-,-,-,-,-,-
[CJ SJ HJ CQ C9 HT H8 H7 DT D9],CSH,5,0,2,0,0,3,0,0,[DJ HQ],5,0.3500,[CJ SJ HJ CQ C9 HT H8 H7 DT D9],,-,-,-,-,-,-,-
[HJ DJ C8 C7 S9 S7 HA H8 D8 D7],HD,4,1,0,0,0,2,0,0,[CT C9],10,0.0000,[HJ DJ C8 C7 S9 S7 HA H8 D8 D7],,-,-,-,-,-,-,-
[CA CT SA SK SQ S7 HK HQ H7 DT],-,2,1,1,0,1,4,0,0,[H8 DQ],3,0.0000,[CA CT SA SK SQ S7 HK HQ H7 DT],,-,-,-,-,-,-,-
[CT CQ SA SQ S9 S8 H9 DA DT D7],-,2,2,1,1,0,4,0,0,[HJ D9],2,0.0000,[CT CQ SA SQ S9 S8 H9 DA DT D7],,-,-,-,-,-,-,-
[CJ DJ CA CT C9 C7 S7 H9 H7 D7],CD,6,0,0,0,0,4,0,0,[D9 D8],0,0.0000,[CJ DJ CA CT C9 C7 S7 H9 H7 D7],,-,-,-,-,-,-,-
[CJ CQ C9 ST SK S8 HQ H7 DT DQ],C,3,0,2,0,0,3,1,0,[C7 S7],0,0.0000,[CJ CQ C9 ST SK S8 HQ H7 DT DQ],,-,-,-,-,-,-,-
[SJ CA C9 SA SK SQ HT H9 H8 D9],S,3,1,1,0,0,3,0,0,[CT HQ],13,0.0000,[SJ CA C9 SA SK SQ HT H9 H8 D9],,-,-,-,-,-,-,-
[SJ CQ C8 SA ST S9 HA DT DK D7],S,3,2,2,1,0,3,1,0,[C7 S8],0,0.0000,[SJ CQ C8 SA ST S9 HA DT DK D7],,-,-,-,-,-,-,-
[CA CK CQ C9 SK S9 HK H8 DA D7],-,4,1,0,0,0,4,0,0,[SA H9],11,0.0000,[CA CK CQ C9 SK S9 HK H8 DA D7],,-,-,-,-,-,-,-
[DJ CQ C8 ST SK H8 DT DK DQ D7],D,3,0,2,0,0,4,1,0,[CK HA],15,0.0000,[DJ CQ C8 ST SK H8 DT DK DQ D7],,-,-,-,-,-,-,-
[CJ HJ DJ CK SA HA HK H8 DQ D8],CHD,4,2,0,0,0,3,0,0,[C9 DT],10,0.1500,[CJ HJ DJ CK SA HA HK H8 DQ D8],,-,-,-,-,-,-,-
[CA CT CK S8 HK HQ H8 DT DK DQ],-,3,0,1,0,0,3,0,0,[ST H9],10,0.0000,[CA CT CK S8 HK HQ H8 DT DK DQ],,-,-,-,-,-,-,-
[SJ CA CT C8 S9 HQ H7 DK D9 D7],S,4,0,0,0,0,3,0,0,[CK HA],15,0.0000,[SJ CA CT C8 S9 HQ H7 DK D9 D7],,-,-,-,-,-,-,-
[SJ HJ CK ST SK SQ HT H7 DQ D7],SH,3,0,2,0,0,3,0,0,[CQ HQ],6,0.0000,[SJ HJ CK ST SK SQ HT H7 DQ D7],,-,-,-,-,-,-,-
[SJ HJ CA C7 S9 HK DA DT D9 D7],SH,4,1,1,1,0,4,0,0,[H7 D8],0,0.1000,[SJ HJ CA C7 S9 HK DA DT D9 D7],,-,-,-,-,-,-,-
[CQ C9 SA SK HT HK H7 DA DT D7],-,2,2,2,1,0,3,1,0,[SJ D9],2,0.0500,[CQ C9 SA SK HT HK H7 DA DT D7],,-,-,-,-,-,-,-
[CJ HJ CA C9 ST HA HQ H7 DK D7],CH,4,1,1,0,1,3,0,0,[C7 DA],11,0.0000,[CJ HJ CA C9 ST HA HQ H7 DK D7],,-,-,-,-,-,-,-
[CT CQ C9 SA S8 HA HT HK DT D8],-,3,2,2,1,0,3,0,0,[SJ D9],2,0.0000,[CT CQ C9 SA S8 HA HT HK DT D8],,-,-,-,-,-,-,-
[DJ SA ST SK HA HQ H8 DA D8 D7],D,1,3,1,1,0,3,0,0,[C8 HT],10,0.0500,[DJ SA ST SK HA HQ H8 DA D8 D7],,-,-,-,-,-,-,-
[SJ C9 C7 S9 S7 HT HK H9 DA D7],S,3,1,1,0,0,3,1,0,[CT SA],21,0.0000,[SJ C9 C7 S9 S7 HT HK H9 DA D7],,-,-,-,-,-,-,-
[CQ C9 SA S8 HA HQ H7 DQ D9 D8],-,2,2,0,0,0,3,0,0,[SQ HK],7,0.0000,[CQ C9 SA S8 HA HQ H7 DQ D9 D8],,-,-,-,-,-,-,-
[CJ HJ SK SQ S7 HT HK H9 DA DQ],CH,2,1,1,0,0,3,1,0,[H7 DT],10,0.0000,[CJ HJ SK SQ S7 HT HK H9 DA DQ],,-,-,-,-,-,-,-
[CK C9 SA ST S8 HT DT DQ D8 D7],-,2,1,3,1,1,4,0,0,[CT S7],10,0.0000,[CK C9 SA ST S8 HT DT DQ D8 D7],,-,-,-,-,-,-,-
[CJ SJ CK CQ S7 HA HQ DK D8 D7],CS,4,1,0,0,0,3,0,0,[DA DT],21,0.0000,[CJ SJ CK CQ S7 HA HQ DK D8 D7],,-,-,-,-,-,-,-
[DJ CA C9 SA S9 S7 H9 DQ D8 D7],D,3,1,0,0,0,3,0,0,[C8 H8],0,0.0000,[DJ CA C9 SA S9 S7 H9 DQ D8 D7],,-,-,-,-,-,-,-
[SJ DJ S8 HA HT H9 H8 DA DT D9],SD,2,2,2,2,0,4,0,0,[CQ C9],3,0.0000,[SJ DJ S8 HA HT H9 H8 DA DT D9],,-,-,-,-,-,-,-
[CQ C9 S9 S8 HA HT HQ DT DQ D9],-,2,1,2,1,0,3,0,0,[SK HK],8,0.0000,[CQ C9 S9 S8 HA HT HQ DT DQ D9],,-,-,-,-,-,-,-
[DJ CA C9 C7 SK SQ DA DT D9 D8],D,4,1,1,1,0,4,0,0,[C8 HQ],3,0.0000,[DJ CA C9 C7 SK SQ DA DT D9 D8],,-,-,-,-,-,-,-
[CJ SJ C8 SA HA HK HQ H9 DA D9],CS,3,3,0,0,0,4,0,0,[SK D7],4,0.2000,[CJ SJ C8 SA HA HK HQ H9 DA D9],,-,-,-,-,-,-,-
[SJ HJ CT C8 C7 ST S8 DA DT D7],SH,5,1,2,1,0,3,0,0,[C9 HK],4,0.4000,[SJ HJ CT C8 C7 ST S8 DA DT D7],,-,-,-,-,-,-,-
[SJ DJ CA ST SQ S9 S8 H8 DA D8],SD,3,1,1,0,0,4,0,0,[HJ D7],2,0.0000,[SJ DJ CA ST SQ S9 S8 H8 DA D8],,-,-,-,-,-,-,-
[CJ SJ CT ST SK S9 HQ H7 D8 D7],CS,3,0,1,0,0,3,1,0,[CQ S7],3,0.0000,[CJ SJ CT ST SK S9 HQ H7 D8 D7],,-,-,-,-,-,-,-
[SJ CA CT C9 SQ HQ H9 H8 DT D7],S,4,0,1,0,0,3,0,0,[C7 D9],0,0.0000,[SJ CA CT C9 SQ HQ H9 H8 DT D7],,-,-,-,-,-,-,-
[HJ SK SQ S9 HK HQ H9 DQ D8 D7],H,1,0,0,0,0,3,0,0,[SJ HA],13,0.0000,[HJ SK SQ S9 HK HQ H9 DQ D8 D7],,-,-,-,-,-,-,-
[HJ C7 ST SQ S8 H8 H7 DQ D8 D7],H,2,0,1,0,0,3,0,0,[SA HA],22,0.0000,[HJ C7 ST SQ S8 H8 H7 DQ D8 D7],,-,-,-,-,-,-,-
[SJ HJ DJ HA HT HK H9 H8 H7 D9],SHD,3,1,1,1,0,6,1,0,[SA DT],21,0.0000,[SJ HJ DJ HA HT HK H9 H8 H7 D9],,-,-,-,-,-,-,-
[CJ CT C8 C7 ST S7 HK D9 D8 D7],C,4,0,1,0,0,3,0,0,[CQ C9],3,0.0000,[CJ CT C8 C7 ST S7 HK D9 D8 D7],,-,-,-,-,-,-,-
[HJ CA C9 C8 ST HT HK H9 H8 DK],H,4,0,2,0,1,4,1,0,[CJ SQ],5,0.0000,[HJ CA C9 C8 ST HT HK H9 H8 DK],,-,-,-,-,-,-,-
[SJ CT CQ C7 ST SQ S8 HQ H8 DT],S,4,0,2,0,1,3,0,0,[HK DA],15,0.0000,[SJ CT CQ C7 ST SQ S8 HQ H8 DT],,-,-,-,-,-,-,-
[HJ CT SA SQ HA HK DT DK D9 D8],H,2,2,1,0,0,4,1,0,[S7 H9],0,0.0000,[HJ CT SA SQ HA HK DT DK D9 D8],,-,-,-,-,-,-,-
[DJ CT CQ C7 SA S7 HQ H9 DT D7],D,4,1,1,0,0,3,0,0,[HT D9],10,0.0000,[DJ CT CQ C7 SA S7 HQ H9 DT D7],,-,-,-,-,-,-,-
[HJ CT CK CQ C8 HQ DA DK D8 D7],H,5,1,0,0,0,4,0,0,[SQ HT],13,0.0500,[HJ CT CK CQ C8 HQ DA DK D8 D7],,-,-,-,-,-,-,-
[DJ C9 C7 ST SQ S9 S7 H7 DK D8],D,3,0,1,0,0,4,0,0,[CK HK],8,0.0000,[DJ C9 C7 ST SQ S9 S7 H7 DK D8],,-,-,-,-,-,-,-
[SJ CA CK C8 S9 S8 H8 DK D9 D7],S,4,0,0,0,0,3,0,0,[ST SQ],13,0.0000,[SJ CA CK C8 S9 S8 H8 DK D9 D7],,-,-,-,-,-,-,-
[HJ CA CQ C8 SQ S7 HA HK DA D9],H,4,2,0,0,0,3,0,0,[DJ S9],2,0.0000,[HJ CA CQ C8 SQ S7 HA HK DA D9],,-,-,-,-,-,-,-
[CJ HJ DJ C9 SQ HK H9 H8 DK DQ],CHD,4,0,0,0,0,3,0,0,[CT D8],10,0.0000,[CJ HJ DJ C9 SQ HK H9 H8 DK DQ],,-,-,-,-,-,-,-
[CJ DJ CA CT CK SK S7 HT H7 DK],CD,5,0,1,0,0,3,0,0,[C9 C7],0,0.0000,[CJ DJ CA CT CK SK S7 HT H7 DK],,-,-,-,-,-,-,-
[CT CK C8 C7 SA ST HA H9 DT DQ],-,4,2,2,1,0,4,0,0,[SJ H7],2,0.0000,[CT CK C8 C7 SA ST HA H9 DT DQ],,-,-,-,-,-,-,-
[SJ DJ CT C8 ST SK S7 HA DK D7],SD,4,1,1,0,0,3,1,0,[CQ DQ],6,0.0000,[SJ DJ CT C8 ST SK S7 HA DK D7],,-,-,-,-,-,-,-
[CJ SJ CQ SA ST SQ HT HQ H7 DA],CS,3,2,2,1,0,3,0,0,[S8 DT],10,0.0000,[CJ SJ CQ SA ST SQ HT HQ H7 DA],,-,-,-,-,-,-,-
[DJ CT C8 C7 SK S7 H9 H7 DT DK],D,4,0,1,0,0,3,0,0,[CK DA],15,0.0000,[DJ CT C8 C7 SK S7 H9 H7 DT DK],,-,-,-,-,-,-,-
[SJ CA CT C8 SA S8 HT HQ DQ D9],S,4,1,1,0,0,3,0,0,[H8 D8],0,0.0000,[SJ CA CT C8 SA S8 HT HQ DQ D9],,-,-,-,-,-,-,-
[SJ HJ CK C7 S7 HT HQ H7 DK D9],SH,4,0,1,0,0,3,0,0,[ST HA],21,0.0000,[SJ HJ CK C7 S7 HT HQ H7 DK D9],,-,-,-,-,-,-,-
[HJ CT C7 SA S7 HA H9 H7 DT D9],H,3,2,1,0,0,3,0,0,[C9 D7],0,0.0000,[HJ CT C7 SA S7 HA H9 H7 DT D9],,-,-,-,-,-,-,-
[HJ CA ST S9 H7 DA DT DK DQ D8],H,2,1,2,1,0,5,1,0,[SQ H9],3,0.0000,[HJ CA ST S9 H7 DA DT DK DQ D8],,-,-,-,-,-,-,-
[CA SA SK S8 H8 H7 DT DQ D9 D7],-,1,1,1,0,0,4,0,0,[HJ HT],12,0.0000,[CA SA SK S8 H8 H7 DT DQ D9 D7],,-,-,-,-,-,-,-
[CJ CK CQ C7 SK S9 S7 HA HT HK],C,4,1,1,1,0,3,0,0,[HJ C8],2,0.0000,[CJ CK CQ C7 SK S9 S7 HA HT HK],,-,-,-,-,-,-,-
[DJ CA C7 SQ S8 HA HK HQ H9 DQ],D,3,1,0,0,0,4,0,0,[C9 C8],0,0.0000,[DJ CA C7 SQ S8 HA HK HQ H9 DQ],,-,-,-,-,-,-,-
[SJ CK C9 C7 SA S9 S8 DT DK D8],S,4,1,1,0,0,3,1,0,[HJ D7],2,0.0000,[SJ CK C9 C7 SA S9 S8 DT DK D8],,-,-,-,-,-,-,-
[DJ CT SK S9 S7 HA HK H8 DA D9],D,2,2,0,0,0,3,0,0,[DK DQ],7,0.0000,[DJ CT SK S9 S7 HA HK H8 DA D9],,-,-,-,-,-,-,-
[CJ HJ DJ CT CQ C9 S8 HT H7 D8],CHD,6,0,1,0,0,3,0,0,[SQ D7],3,0.0000,[CJ HJ DJ CT CQ C9 S8 HT H7 D8],,-,-,-,-,-,-,-
[CJ C9 C7 SQ S9 HA DA DT DQ D8],C,3,2,1,1,0,4,0,0,[CQ SA],14,0.0000,[CJ C9 C7 SQ S9 HA DA DT DQ D8],,-,-,-,-,-,-,-
[CA CT CQ C9 SK HT HQ H9 DT DK],-,4,0,2,0,0,4,0,0,[ST S8],10,0.0000,[CA CT CQ C9 SK HT HQ H9 DT DK],,-,-,-,-,-,-,-
[DJ CT CK C7 SA HK HQ H8 H7 D9],D,4,1,0,0,0,4,0,0,[CQ S8],3,0.0000,[DJ CT CK C7 SA HK HQ H8 H7 D9],,-,-,-,-,-,-,-
[C8 ST S7 HA HQ H8 H7 DT DQ D9],-,1,1,2,0,0,4,0,0,[DJ D8],2,0.0000,[C8 ST S7 HA HQ H8 H7 DT DQ D9],,-,-,-,-,-,-,-
[SJ HJ C9 SA ST SQ S9 HT DT D7],SH,3,1,3,1,1,4,0,0,[CT S7],10,0.0000,[SJ HJ C9 SA ST SQ S9 HT DT D7],,-,-,-,-,-,-,-
[SJ DJ SK HA HT HQ H8 DT DQ D7],SD,2,1,2,1,0,4,0,0,[C9 D9],0,0.0000,[SJ DJ SK HA HT HQ H8 DT DQ D7],,-,-,-,-,-,-,-
[SJ C9 C7 ST SK S8 HQ H7 DT DK],S,3,0,2,0,0,3,1,0,[CJ C8],2,0.0000,[SJ C9 C7 ST SK S8 HQ H7 DT DK],,-,-,-,-,-,-,-
[SJ SQ S9 S7 HK HQ H9 H7 DA DQ],S,1,1,0,0,0,4,0,0,[SA DK],15,0.0000,[SJ SQ S9 S7 HK HQ H9 H7 DA DQ],,-,-,-,-,-,-,-
[CK C8 S7 HA HK HQ H7 DK DQ D7],-,2,1,0,0,0,4,0,0,[CA C9],11,0.0000,[CK C8 S7 HA HK HQ H7 DK DQ D7],,-,-,-,-,-,-,-
[SJ DJ CA SK HQ H9 H8 DA DT D8],SD,3,1,1,1,0,3,0,0,[C7 DK],4,0.0000,[SJ DJ CA SK HQ H9 H8 DA DT D8],,-,-,-,-,-,-,-
[CJ SJ CA CT C8 C7 S9 S8 HQ D9],CS,6,0,0,0,0,4,0,0,[CQ HT],13,0.0000,[CJ SJ CA CT C8 C7 S9 S8 HQ D9],,-,-,-,-,-,-,-
[SJ DJ CQ C7 ST S7 HK DA DT D7],SD,4,1,2,1,0,3,0,0,[SK DK],8,0.0000,[SJ DJ CQ C7 ST S7 HK DA DT D7],,-,-,-,-,-,-,-
[HJ CA CQ ST SQ HA HT HK HQ H8],H,3,1,2,1,0,5,1,0,[CK SK],8,0.0000,[HJ CA CQ ST SQ HA HT HK HQ H8],,-,-,-,-,-,-,-
[DJ ST SK SQ S9 S8 HA HK DQ D8],D,1,1,1,0,0,5,1,0,[H7 D7],0,0.0000,[DJ ST SK SQ S9 S8 HA HK DQ D8],,-,-,-,-,-,-,-
[CT CQ S8 HA HT HQ H9 DT D9 D8],-,2,1,2,1,0,4,0,0,[C8 S7],0,0.0000,[CT CQ S8 HA HT HQ H9 DT D9 D8],,-,-,-,-,-,-,-
[SJ CA CK C9 SA SK S7 H8 DA D8],S,4,2,0,0,0,3,0,0,[CQ S9],3,0.0000,[SJ CA CK C9 SA SK S7 H8 DA D8],,-,-,-,-,-,-,-
[HJ CT CK ST HQ H7 DA DQ D8 D7],H,3,1,1,0,1,4,0,0,[CQ H8],3,0.0000,[HJ CT CK ST HQ H7 DA DQ D8 D7],,-,-,-,-,-,-,-
[HJ CK CQ C9 SQ S8 S7 HA DT D9],H,4,1,1,0,0,3,0,0,[DJ DK],6,0.0000,[HJ CK CQ C9 SQ S8 S7 HA DT D9],,-,-,-,-,-,-,-
[CJ HJ CT CK C8 SA SQ H7 D8 D7],CH,5,1,0,0,0,3,0,0,[CA C9],11,0.0000,[CJ HJ CT CK C8 SA SQ H7 D8 D7],,-,-,-,-,-,-,-
[SJ CT C7 SA ST S8 S7 HT H8 DK],S,3,1,2,1,0,4,0,0,[HJ HA],13,0.0000,[SJ CT C7 SA ST S8 S7 HT H8 DK],,-,-,-,-,-,-,-
[CJ HJ CT C7 ST S9 HA H9 H7 D9],CH,4,1,1,0,0,3,0,0,[DT D7],10,0.0000,[CJ HJ CT C7 ST S9 HA H9 H7 D9],,-,-,-,-,-,-,-
[CJ DJ C9 C7 SA HA HT HQ DQ D9],CD,4,2,1,1,0,3,0,0,[CA ST],21,0.0500,[CJ DJ C9 C7 SA HA HT HQ DQ D9],,-,-,-,-,-,-,-
[HJ CA SK S9 S8 HA HT DA DT DK],H,2,2,2,2,0,3,0,0,[DJ C7],2,0.0000,[HJ CA SK S9 S8 HA HT DA DT DK],,-,-,-,-,-,-,-
[SJ DJ CT SQ S9 HA HQ H9 H8 DA],SD,3,2,0,0,0,4,0,0,[SA ST],21,0.0000,[SJ DJ CT SQ S9 HA HQ H9 H8 DA],,-,-,-,-,-,-,-
[HJ CT C8 S9 S8 HK HQ H7 DK D9],H,3,0,0,0,0,3,0,0,[S7 H8],0,0.0000,[HJ CT C8 S9 S8 HK HQ H7 DK D9],,-,-,-,-,-,-,-
[HJ C8 ST SQ S8 S7 H8 DA DT DK],H,2,1,2,1,0,4,0,0,[CT SA],21,0.0000,[HJ C8 ST SQ S8 S7 H8 DA DT DK],,-,-,-,-,-,-,-
[HJ DJ CA C9 C8 SK S9 H9 DA D9],HD,5,1,0,0,0,3,0,0,[SJ DT],12,0.0000,[HJ DJ CA C9 C8 SK S9 H9 DA D9],,-,-,-,-,-,-,-
[DJ C7 SA S8 HA HT HK DK DQ D8],D,2,2,1,1,0,3,0,0,[CK CQ],7,0.0000,[DJ C7 SA S8 HA HT HK DK DQ D8],,-,-,-,-,-,-,-
[CJ DJ CA C7 ST SK HA HK H7 D9],CD,4,1,1,0,0,3,0,0,[HT DA],21,0.0000,[CJ DJ CA C7 ST SK HA HK H7 D9],,-,-,-,-,-,-,-
[DJ CK CQ C8 C7 SA SQ HT H8 DT],D,5,1,2,0,1,4,0,0,[C9 D7],0,0.0000,[DJ CK CQ C8 C7 SA SQ HT H8 DT],,-,-,-,-,-,-,-
[CJ DJ CK ST SK H9 H7 DT DK D9],CD,3,0,2,0,0,3,1,0,[HJ S9],2,0.0000,[CJ DJ CK ST SK H9 H7 DT DK D9],,-,-,-,-,-,-,-
[CJ DJ CT C7 S7 HQ H9 H7 DT D9],CD,4,0,1,0,0,3,0,0,[CA DK],15,0.0000,[CJ DJ CT C7 S7 HQ H9 H7 DT D9],,-,-,-,-,-,-,-
[CJ DJ C9 C8 S8 S7 DA DT DK D8],CD,4,1,1,1,0,4,1,0,[C7 HT],10,0.0000,[CJ DJ C9 C8 S8 S7 DA DT DK D8],,-,-,-,-,-,-,-
[HJ DJ CT CK C9 ST SQ S9 S8 H8],HD,5,0,1,0,0,4,0,0,[CJ HQ],5,0.0000,[HJ DJ CT CK C9 ST SQ S9 S8 H8],,-,-,-,-,-,-,-
[HJ CK CQ C9 SA SK HA H9 DK DQ],H,4,2,0,0,0,3,0,0,[C8 S9],0,0.0000,[HJ CK CQ C9 SA SK HA H9 DK DQ],,-,-,-,-,-,-,-
[DJ CA CT C9 C7 SA HT H9 DT DK],D,5,1,2,0,0,4,0,0,[H7 D8],0,0.0500,[DJ CA CT C9 C7 SA HT H9 DT DK],,-,-,-,-,-,-,-
[SJ HJ S9 HA HT HK H8 DT DK D9],SH,2,1,2,1,0,4,2,0,[CJ C7],2,0.0000,[SJ HJ S9 HA HT HK H8 DT DK D9],,-,-,-,-,-,-,-
[CJ HJ C8 SQ HA HT HK H8 DT DQ],CH,3,1,2,1,0,4,1,0,[H7 D9],0,0.0000,[CJ HJ C8 SQ HA HT HK H8 DT DQ],,-,-,-,-,-,-,-
[CK C8 C7 SA ST HT HQ DQ D8 D7],-,3,1,2,1,0,3,0,0,[HA H8],11,0.0000,[CK C8 C7 SA ST HT HQ DQ D8 D7],,-,-,-,-,-,-,-
[DJ CA CK CQ C9 SA H7 DA D9 D8],D,5,2,0,0,0,4,0,0,[CT HT],20,0.1500,[DJ CA CK CQ C9 SA H7 DA D9 D8],,-,-,-,-,-,-,-
[CT CK ST SQ S7 H8 DA DT D8 D7],-,2,1,2,1,0,4,0,0,[CQ H9],3,0.0000,[CT CK ST SQ S7 H8 DA DT D8 D7],,-,-,-,-,-,-,-
[SJ C8 SK S9 S8 HA H9 H7 DT D7],S,2,1,1,0,0,3,0,0,[CJ D8],2,0.0000,[SJ C8 SK S9 S8 HA H9 H7 DT D7],,-,-,-,-,-,-,-
[CA CK C8 ST SK S9 S8 HA H9 H8],-,3,1,1,0,0,4,1,0,[DA D9],11,0.0000,[CA CK C8 ST SK S9 S8 HA H9 H8],,-,-,-,-,-,-,-
[CA CT C9 ST SQ HT HK HQ H9 D8],-,3,0,2,0,0,4,1,0,[DJ DQ],5,0.0000,[CA CT C9 ST SQ HT HK HQ H9 D8],,-,-,-,-,-,-,-
[CJ SJ CA C9 C7 S9 HK DK DQ D8],CS,5,0,0,0,0,3,0,0,[SQ DA],14,0.0000,[CJ SJ CA C9 C7 S9 HK DK DQ D8],,-,-,-,-,-,-,-
[SJ CA ST SK S8 S7 HT HK H8 D9],S,2,0,2,0,0,4,2,0,[DJ H9],2,0.0000,[SJ CA ST SK S8 S7 HT HK H8 D9],,-,-,-,-,-,-,-
[HJ DJ CK CQ SA SK HA H7 DA D9],HD,4,3,0,0,0,2,0,0,[ST DK],14,0.0000,[HJ DJ CK CQ SA SK HA H7 DA D9],,-,-,-,-,-,-,-
[HJ C9 C8 SA SQ HT HK DA D9 D7],H,3,2,1,0,0,3,0,0,[CA H7],11,0.0000,[HJ C9 C8 SA SQ HT HK DA D9 D7],,-,-,-,-,-,-,-
[SJ HJ CT CK SQ HK H8 H7 DK D7],SH,4,0,0,0,0,3,0,0,[DJ DA],13,0.0000,[SJ HJ CT CK SQ HK H8 H7 DK D7],,-,-,-,-,-,-,-
[CQ C8 SA S8 HK HQ DA DT DK DQ],-,2,2,1,1,0,4,0,0,[CJ H9],2,0.0000,[CQ C8 SA S8 HK HQ DA DT DK DQ],,-,-,-,-,-,-,-
[C8 C7 SQ S8 S7 HK H9 H7 DK D9],-,2,0,0,0,0,3,0,0,[SJ DQ],5,0.0000,[C8 C7 SQ S8 S7 HK H9 H7 DK D9],,-,-,-,-,-,-,-
[CJ SJ HJ DJ CA CQ C9 SK HQ D7],CSHD,7,0,0,0,0,3,0,0,[CT S9],10,0.1500,[CJ SJ HJ DJ CA CQ C9 SK HQ D7],,-,-,-,-,-,-,-
[CA CT CQ ST S8 HT HK H8 DA D7],-,3,1,2,0,0,3,1,0,[SJ HJ],4,0.0000,[CA CT CQ ST S8 HT HK H8 DA D7],,-,-,-,-,-,-,-
[CJ DJ CT CQ C8 HK H9 H7 D9 D7],CD,5,0,0,0,0,3,0,0,[ST HT],20,0.0000,[CJ DJ CT CQ C8 HK H9 H7 D9 D7],,-,-,-,-,-,-,-
[CJ DJ CA CT C8 C7 S9 S7 HT DA],CD,6,1,1,0,1,4,0,0,[D9 D8],0,0.1500,[CJ DJ CA CT C8 C7 S9 S7 HT DA],,-,-,-,-,-,-,-
[C9 C8 ST S7 HK HQ H9 H7 DA D8],-,2,1,1,0,0,4,0,0,[CT C7],10,0.0000,[C9 C8 ST S7 HK HQ H9 H7 DA D8],,-,-,-,-,-,-,-
[CJ CA C8 SQ HT HK HQ H7 DA DK],C,3,1,1,0,0,4,1,0,[CT S9],10,0.0000,[CJ CA C8 SQ HT HK HQ H7 DA DK],,-,-,-,-,-,-,-
[SJ CA SA SK SQ S7 HK H9 H8 DA],S,2,2,0,0,0,4,0,0,[CJ DJ],4,0.0000,[SJ CA SA SK SQ S7 HK H9 H8 DA],,-,-,-,-,-,-,-
[CJ CA CK C7 SA HA H7 DA DQ D7],C,4,3,0,0,0,3,0,0,[SJ D8],2,0.4500,[CJ CA CK C7 SA HA H7 DA DQ D7],,-,-,-,-,-,-,-
[ST SK SQ S7 HA HQ H9 DA DK D9],-,0,2,1,0,0,4,1,0,[CJ H7],2,0.0000,[ST SK SQ S7 HA HQ H9 DA DK D9],,-,-,-,-,-,-,-
[SJ CA CT SA SK HT HQ H8 DK D7],S,3,1,1,0,0,3,0,0,[H7 DQ],3,0.0000,[SJ CA CT SA SK HT HQ H8 DK D7],,-,-,-,-,-,-,-
[C9 C8 C7 SK S8 HA HQ DT DK DQ],-,3,1,1,0,0,3,0,0,[SA SQ],14,0.0000,[C9 C8 C7 SK S8 HA HQ DT DK DQ],,-,-,-,-,-,-,-
[HJ DJ CK C8 ST SK SQ HA H8 DQ],HD,4,1,1,0,0,3,0,0,[S8 HQ],3,0.0000,[HJ DJ CK C8 ST SK SQ HA H8 DQ],,-,-,-,-,-,-,-
[DJ CK SA SK HT H8 H7 DA DT D9],D,2,2,2,1,0,3,0,0,[C7 HK],4,0.0000,[DJ CK SA SK HT H8 H7 DA DT D9],,-,-,-,-,-,-,-
[CJ CA ST S8 HT H7 DT DK D9 D7],C,2,0,3,0,0,4,1,0,[CQ C8],3,0.0000,[CJ CA ST S8 HT H7 DT DK D9 D7],,-,-,-,-,-,-,-
[CA CT CK SK S8 HT HK HQ H9 H8],-,3,0,1,0,0,5,1,0,[HJ HA],13,0.0000,[CA CT CK SK S8 HT HK HQ H9 H8],,-,-,-,-,-,-,-
[CJ HJ CT CQ C8 SA S7 HT H7 DQ],CH,5,1,1,0,0,3,0,0,[C9 DK],4,0.0000,[CJ HJ CT CQ C8 SA S7 HT H7 DQ],,-,-,-,-,-,-,-
[CJ SJ CT C8 C7 ST S9 S8 H9 DQ],CS,5,0,1,0,0,3,0,0,[DJ DK],6,0.0000,[CJ SJ CT C8 C7 ST S9 S8 H9 DQ],,-,-,-,-,-,-,-
[CJ SJ CT CK ST S7 HT DT DK D9],CS,4,0,3,0,1,3,1,0,[HJ H9],2,0.0000,[CJ SJ CT CK ST S7 HT DT DK D9],,-,-,-,-,-,-,-
[CJ HJ DJ CA SA HA HQ DA DT D8],CHD,4,3,1,1,0,3,0,0,[HK H7],4,1.0000,[CJ HJ DJ CA SA HA HQ DA DT D8],,-,-,-,-,-,-,-
[DJ CA CT CK SA ST S8 HQ H7 DK],D,4,1,1,1,0,3,0,0,[C7 H9],0,0.0000,[DJ CA CT CK SA ST S8 HQ H7 DK],,-,-,-,-,-,-,-
[C7 ST SK SQ S9 S8 HT DT DQ D7],-,1,0,3,0,1,5,1,0,[HJ CA],13,0.0000,[C7 ST SK SQ S9 S8 HT DT DQ D7],,-,-,-,-,-,-,-
[CJ CQ ST SQ S8 HK HQ DA DT D7],C,2,1,2,1,0,3,0,0,[S9 DQ],3,0.0000,[CJ CQ ST SQ S8 HK HQ DA DT D7],,-,-,-,-,-,-,-
[CJ SJ C9 S9 S7 HA HQ H7 DQ D9],CS,3,1,0,0,0,3,0,0,[HJ SK],6,0.0000,[CJ SJ C9 S9 S7 HA HQ H7 DQ D9],,-,-,-,-,-,-,-
