Cards,JacksMask,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,WinProb
[C7 SA ST SK S9 HA HT H7 D9 D7],-,2,2,2,1,0,0.0000
[SJ DJ CT C9 C8 C7 S9 S7 HA DK],SD,1,1,0,0,0,0.0000
[CJ DJ CA SA S9 S8 S7 H8 H7 D7],CD,3,0,0,0,0,0.6700
[SJ HJ DJ CK ST SQ S7 HA DK D7],SHD,1,1,0,0,0,0.0000
[C9 C7 ST SQ S8 H9 H8 H7 DA D8],-,1,1,0,0,1,0.0000
[CJ DJ CQ C7 ST HA HQ DT DQ D7],CD,1,2,1,0,1,0.0100
[CJ SJ CQ H9 H8 DA DT DK DQ D7],CS,1,1,1,1,0,1.0000
[CJ SJ CA SQ S8 HA H8 H7 DK D7],CS,2,0,0,0,0,0.0600
[SJ DJ C7 SA ST S9 H9 DT DK DQ],SD,1,2,1,0,0,0.0000
[CK C9 S9 S8 HK H8 H7 DA DK D9],-,1,0,0,0,1,0.0000
[SJ CT SA SQ HA H9 DT DQ D9 D8],S,2,1,0,0,1,0.0000
[CJ SJ CA CQ SK S7 HA HT D9 D7],CS,2,1,1,0,0,1.0000
[DJ CT C8 SA ST S7 HQ DQ D8 D7],D,2,2,1,0,0,0.1800
[SJ SA ST S9 HA H9 H7 DA DQ D9],S,3,1,1,0,1,0.1900
[CJ HJ DJ CT ST S9 S7 HT H7 D9],CHD,1,3,1,0,0,0.5000
[HJ DJ CK SK SQ S9 H8 H7 DT D8],HD,0,1,0,1,0,0.0000
[CJ SJ HJ CA SK S7 HA HT DT DK],CSH,2,2,1,0,0,0.9900
[SJ CA CT C7 SA SQ H9 H8 DK D7],S,1,1,0,0,1,0.0000
[CJ CA C9 C7 ST S9 S7 HK HQ DT],C,1,2,0,0,0,0.0000
[HJ CQ SQ HA H9 H7 DT DK D8 D7],H,1,2,1,1,0,0.0000
[DJ ST S8 HA HQ H9 H8 DK D9 D8],D,1,1,0,1,0,0.0000
[DJ CT CQ C9 C8 SK S7 HA DT D7],D,1,2,0,0,0,0.0000
[HJ CK CQ SK S8 HA HT HQ DK D9],H,1,1,1,0,0,0.0000
[CJ CK C9 SA S9 HA HT HK H9 D8],C,2,1,1,1,0,0.7100
[SJ SA S8 HA HQ H9 H8 DQ D9 D8],S,3,0,0,0,0,0.0200
[SJ CT C7 S9 S8 S7 DA DK D9 D7],S,1,1,0,0,1,0.0000
[CJ SJ DJ CT CK C9 C8 S8 HA D9],CSD,2,1,0,0,0,0.9700
[HJ CK CQ C9 C8 SA ST SK S9 DT],H,1,2,1,1,0,0.0000
[CK C7 SQ S9 HA H9 H7 DA DK D8],-,2,1,1,0,0,0.0000
[CJ HJ CT CQ C9 S8 HQ H9 H8 D7],CH,0,2,0,1,0,0.0000
[DJ CK CQ C9 SK S8 HA HQ H9 D7],D,1,1,0,0,0,0.0000
[C8 C7 SK S7 HK DT DK DQ D9 D7],-,0,1,0,1,0,0.0000
[CJ HJ C7 SA SQ HA HK HQ H8 D8],CH,2,1,1,0,0,0.6800
[CT CQ C7 SK HT HK H8 H7 DK D7],-,0,2,0,1,1,0.0000
[CJ SJ CK C9 C7 ST S9 HQ H8 D7],CS,0,1,0,0,0,0.0000
[HJ CT CQ SA S8 HT H8 H7 DA D8],H,2,1,0,1,1,0.0000
[SJ C7 SA SQ HQ H7 DK DQ D8 D7],S,2,0,0,0,0,0.0000
[CJ HJ C7 ST SK H8 DA DK D9 D7],CH,2,1,0,0,0,0.5200
[CJ SJ DJ CA ST HT HQ DK D9 D8],CSD,1,2,1,0,1,0.0000
[SJ HJ C9 SQ S9 S8 HK DT D9 D8],SH,0,2,0,0,0,0.0000
[CT CQ ST S8 S7 HA HK D9 D8 D7],-,1,1,0,0,1,0.0000
[DJ CT CK ST HA HK HQ DT D8 D7],D,1,3,0,1,0,0.0000
[CA CT CQ SA ST SQ HA H9 DA DT],-,4,4,4,0,0,0.7700
[CJ SJ CA CT CQ C9 SQ S8 H8 D9],CS,1,1,1,1,0,0.5600
[HJ DJ CQ SQ S9 S8 HA HT DA D8],HD,2,1,1,0,0,0.8000
[ST SK S9 HA HT HQ H9 H8 H7 D8],-,1,1,1,0,1,0.0000
[HJ DJ C9 SA HK DA DT DQ D8 D7],HD,2,1,1,0,0,0.5300
[CJ DJ CT SA S7 HT H7 DA D8 D7],CD,3,1,1,0,1,0.8700
[SJ C9 C8 SA ST S8 HA DA DT DK],S,3,2,2,0,0,1.0000
[CT ST SQ S8 HA HK H9 H8 DK D7],-,1,1,0,0,1,0.0000
[CJ CQ SA ST SK HA HT HQ H8 D8],C,2,2,2,0,0,0.0200
[CT S9 S8 HA HT HQ H7 DT D9 D7],-,2,3,2,0,0,0.0300
[SJ CA C8 C7 SK SQ HK HQ H9 DT],S,0,1,0,0,1,0.0000
[SJ C7 SA SQ S7 HT HQ H9 DA DT],S,2,2,1,0,0,0.1800
[DJ CA CT CK CQ C8 SK S7 H7 D7],D,1,1,0,1,1,0.0000
[HJ CT CK C7 SK SQ S7 DT DK DQ],H,0,1,0,0,1,0.0000
[CJ SJ C7 S9 S7 HA HT HK DT D8],CS,1,3,1,1,0,0.0900
[CA SK SQ S9 S8 HA HK H9 D9 D7],-,1,0,0,0,1,0.0000
[CA CT CQ C8 S9 S7 HQ DQ D9 D7],-,0,1,0,0,1,0.0000
[CJ HJ DJ CA C9 SA SQ S7 H8 D8],CHD,2,2,1,0,0,0.9900
[CJ SJ CT C8 SA SQ S7 H8 H7 DA],CS,3,2,1,0,0,0.9900
[CJ CA CT C8 C7 SK S9 HK HQ DQ],C,0,2,0,0,1,0.0000
[HJ ST SK HA HK H8 H7 DA D9 D8],H,2,1,0,0,0,0.2700
[SJ HJ C7 ST SK S9 H9 H7 DK DQ],SH,1,1,1,1,0,0.0000
[CJ SJ HJ DJ CT SA SK H7 DT D7],CSHD,1,0,0,0,2,0.0000
[SA ST SK S7 HT HQ H9 H8 D8 D7],-,0,2,0,1,2,0.0000
[DJ CA CT CK SK S7 HA DT DQ D9],D,1,2,0,0,1,0.0000
[CJ CK ST SK S7 HT HQ H9 H8 D9],C,0,2,0,1,0,0.0000
[HJ C7 SA ST SK SQ S8 HQ H8 H7],H,1,1,1,1,0,0.0000
[CJ CA CT C9 C8 C7 SK HQ DK DQ],C,1,1,1,0,0,0.2500
[SJ HJ CK S9 S8 H7 DA DT D8 D7],SH,2,2,1,0,0,0.6400
[SJ CA SK SQ S8 HQ H8 H7 DK DQ],S,1,0,0,0,1,0.0000
[DJ CT C9 SK SQ HQ H8 DT DK D7],D,0,1,0,1,1,0.0000
[CJ HJ CA CK C8 SK SQ HK DA D7],CH,2,0,0,0,0,0.2600
[CJ HJ DJ CT CK SQ HA H9 DA DT],CHD,3,2,2,0,0,1.0000
[SJ DJ CA SA S9 S8 HQ H8 DK D7],SD,2,1,1,0,0,0.2500
[CJ SJ CA C9 C7 ST SK S8 S7 H7],CS,1,1,0,1,0,0.5100
[CJ SJ CA CT C8 HA HQ H8 DT D7],CS,2,2,1,0,0,0.5100
[CJ SJ HJ C8 C7 S8 H8 DA DT DQ],CSH,1,2,1,0,0,0.1800
[CJ SJ CA CT CQ C7 ST SQ HK DQ],CS,1,2,1,0,0,0.6200
[CJ SJ DJ CT SA ST HT HK H9 DA],CSD,2,2,1,0,1,1.0000
[CT CQ SQ HT HQ H8 H7 DK DQ D8],-,1,1,0,0,1,0.0000
[SJ HJ ST SK HA HK H8 H7 DA DT],SH,2,1,1,0,1,0.5600
[HJ C9 C8 C7 S7 HT HK H9 DT DK],H,0,2,0,1,0,0.0000
[CJ SJ HJ CT CQ SQ S8 HK DT DQ],CSH,0,2,0,0,0,0.0000
[SJ CQ C9 C7 SA S8 HA HK HQ DA],S,3,1,1,0,0,0.0900
[SJ HJ CT C8 ST SK HA DT DK D9],SH,1,3,0,1,0,0.0000
[DJ C8 SA SQ S8 HT H7 DQ D9 D7],D,1,1,0,0,0,0.0000
[HJ DJ CT CQ C8 H9 DA DT D9 D7],HD,1,3,1,0,0,0.0000
[CJ C7 ST S9 HA H9 H8 H7 DT D8],C,1,2,0,0,1,0.0000
[CJ SJ HJ DJ CT CK C9 C8 SK SQ],CSHD,1,2,1,1,0,1.0000
[HJ DJ CQ ST SK SQ HA DT DQ D7],HD,2,2,1,0,0,0.9300
[CJ HJ CA S7 HK HQ H7 DK DQ D8],CH,3,0,0,0,0,0.6700
[CJ SJ HJ CA CT ST HQ H9 H8 DA],CSH,4,2,2,0,0,1.0000
[DJ CQ C8 C7 SK SQ S8 HT HQ H7],D,2,1,1,0,0,0.0000
[SJ CQ SA SK SQ HQ H7 DA DT DQ],S,2,1,1,0,0,0.1800
[CQ C8 C7 SA ST S8 HK HQ DA DT],-,2,3,2,0,0,0.0000
[HJ DJ SA SK S9 S7 HK DT DK D9],HD,1,1,0,1,0,0.0000
[CJ C9 C7 SK S7 HA HT HQ H7 D7],C,1,1,1,1,0,0.5800
[HJ CA CQ C8 C7 SA HT H7 DK D9],H,1,1,0,0,1,0.0000
[SJ CQ SA ST S7 HA HT H7 DK D7],S,2,2,2,0,0,0.0000
[SJ CA CQ S7 HA HQ H9 DA DT D8],S,3,1,1,0,0,0.0000
[CT C7 S9 S7 HA HT DT DQ D9 D8],-,1,2,1,0,1,0.0000
[CA C7 SQ S7 HA HT HQ H7 DT DK],-,1,2,1,0,2,0.0000
[CJ DJ CK SQ S7 HK HQ DA DT DQ],CD,1,1,1,0,0,0.0000
[CJ SJ SA SK S9 S8 HQ H7 DA DQ],CS,2,0,0,0,0,0.8900
[CJ HJ DJ CT C7 SA ST S7 HA HT],CHD,2,2,2,0,1,1.0000
[CA CT CQ ST S9 H9 H7 DA D8 D7],-,1,1,0,0,2,0.0000
[DJ CT CK CQ C8 C7 S8 H8 H7 DK],D,1,1,0,1,0,0.0000
[CA CT C7 ST SQ S8 HA HK DK D9],-,2,2,1,0,0,0.0100
[HJ CK CQ C8 C7 ST S7 HT H7 DT],H,1,3,1,1,0,0.0000
[DJ CA CT C8 ST SK S8 HQ H7 DQ],D,0,2,0,1,1,0.0000
[SJ C9 C8 SQ S7 H7 DA DQ D8 D7],S,3,0,0,0,0,0.0100
[CJ SJ CQ C9 C7 S9 HK H7 DT D9],CS,0,1,0,0,0,0.0000
[SJ CA SQ S8 HK HQ H8 DK DQ D7],S,1,0,0,0,1,0.0000
[DJ CT C9 SK SQ S7 HT HQ DT D7],D,0,2,0,0,1,0.0000
[SJ CK CQ C8 SQ HA H9 H8 H7 D7],S,1,0,0,0,0,0.0000
[HJ CK CQ SA SK S9 S8 H9 DK D9],H,1,1,1,1,0,0.0000
[CA CT SA HA HT HK H7 DT DK DQ],-,3,3,2,0,0,0.0000
[HJ SA S9 HA HT H9 H7 DQ D9 D7],H,3,2,2,0,0,0.0000
[CJ HJ DJ CT CK C9 C7 S8 HQ DK],CHD,0,2,0,1,0,0.0600
[CJ DJ CT C9 C7 HA HK DA D8 D7],CD,2,1,0,0,0,0.5800
[HJ DJ CA CT HT HK HQ H9 DK D9],HD,1,2,1,1,0,0.0000
[CA CT CK SK SQ S9 S8 H9 DT D9],-,0,1,0,1,2,0.0000
[CA CQ C9 C8 SA S9 HT H8 DK D9],-,1,2,0,1,1,0.0000
[SJ DJ CT SA SK S7 HK H9 H7 D9],SD,2,1,0,0,1,0.0500
[CA CT C8 SK SQ S7 HT HQ H9 DK],-,0,2,0,0,1,0.0000
[HJ CA CT C8 C7 S9 HT HK DT D8],H,2,3,2,0,0,0.0000
[SJ DJ CA CQ C8 C7 SQ HK H8 D7],SD,1,2,1,0,0,0.0300
[DJ CT SK SQ HT H7 DQ D9 D8 D7],D,0,2,0,0,1,0.0000
[CJ SJ CK CQ SQ S8 HK H8 D9 D7],CS,0,1,0,0,0,0.0000
[SJ CT C9 HA HQ H9 DT DQ D8 D7],S,1,2,0,0,0,0.0000
[CA C9 C8 SA HA H9 DK DQ D9 D7],-,2,0,0,0,1,0.0000
[SJ DJ C8 SA S9 HQ H9 H8 DA DT],SD,2,1,1,0,0,0.1000
[CJ SJ CT C8 SQ S7 HK HQ H8 H7],CS,0,1,0,0,0,0.0000
[CJ DJ CA CT CQ ST SQ S8 H7 D8],CD,1,2,1,0,0,0.9600
[SJ DJ CK C9 C8 SA SK S9 S7 DA],SD,2,0,0,0,0,0.0300
[SJ CA C8 ST S8 HA HQ H8 D9 D8],S,1,2,0,0,1,0.0000
[DJ C9 ST SK S7 HT HQ H8 H7 D9],D,1,2,1,1,1,0.0000
[CJ HJ DJ C9 S9 S7 HA HK H9 D9],CHD,1,0,0,0,0,0.2700
[DJ CA CQ C9 HT H8 DA DT D8 D7],D,1,2,1,1,1,0.0000
[SJ C9 C8 SA S7 HA HT H9 H7 D8],S,2,2,1,0,0,0.0000
[DJ CQ C7 S7 HT HK HQ DQ D9 D8],D,0,1,0,0,0,0.0000
[SJ HJ DJ CA CQ C8 SA S8 H9 DT],SHD,2,1,0,0,0,0.3300
[CQ C9 ST S9 HA HK H7 DA DT D9],-,3,2,2,0,0,0.2300
[SJ SA ST S9 S8 S7 HA H7 DK D7],S,3,0,0,0,1,0.0000
[DJ CT C9 C8 SA HT HK HQ H8 DK],D,2,2,0,1,0,0.2000
[CJ C9 C8 C7 SK S9 HT HK DA DK],C,1,1,0,0,0,0.0000
[HJ DJ CK C8 SQ HA HT HK H8 DA],HD,3,1,1,1,0,1.0000
[CJ CT C9 SA S9 S7 HT DK D9 D8],C,1,2,1,0,1,0.0000
[SJ DJ CA CT CQ SA SQ S9 H8 DK],SD,2,1,1,0,0,0.3600
[SJ CA CT CK C9 C7 S8 H8 DA DT],S,3,2,2,0,0,0.0100
[CJ DJ CA C8 SA SQ S9 HQ H9 D8],CD,2,0,0,0,0,0.6300
[CJ CT CQ SA S9 S7 H9 DT DK DQ],C,1,1,0,0,1,0.0000
[DJ CK CQ SA ST S9 HT HK H7 D7],D,1,2,1,1,0,0.0000
[HJ C7 SA HT H8 H7 DA DT DK D8],H,2,2,1,1,0,0.3900
[SJ CT C9 C7 SA S9 HA HK D9 D7],S,2,0,0,0,1,0.0000
[C9 SA ST SK S7 HK DK DQ D8 D7],-,2,1,1,1,0,0.0000
[CJ HJ CA C7 SQ DA DT DK D9 D7],CH,2,1,1,1,0,1.0000
[CJ CT CK C8 SA ST S8 HQ DQ D7],C,1,2,1,1,0,0.3100
[CJ SJ HJ CK C7 HT H9 H7 DT D7],CSH,0,2,0,0,0,0.0600
[HJ CT CK CQ ST S8 DA DT DK DQ],H,1,2,1,2,1,0.0000
[CJ C8 SA S8 S7 DA DK DQ D9 D8],C,2,1,0,0,0,0.0000
[CJ HJ DJ CA C8 ST SQ S9 HQ D9],CHD,2,1,1,0,0,1.0000
[C9 C8 C7 S9 S7 HA H8 DK DQ D8],-,1,0,0,0,0,0.0000
[SJ HJ CT S9 S8 S7 H8 DQ D8 D7],SH,1,1,1,0,1,0.0200
[HJ DJ CA C8 C7 SK S7 DK D9 D8],HD,1,0,0,0,0,0.0000
[SJ S8 S7 HK HQ DK DQ D9 D8 D7],S,0,0,0,0,0,0.0000
[CJ DJ C8 S9 S8 HA H8 H7 DA DK],CD,2,2,0,0,0,0.0500
[CT CK SA HA HT HK H8 DK DQ D9],-,2,1,1,1,2,0.0000
[CK C9 C8 HQ H9 DA DK DQ D8 D7],-,3,0,0,0,0,0.0000
[DJ C8 C7 SA SQ H9 H8 DA DQ D9],D,3,0,0,0,0,0.0000
[CA SA ST S8 HA H8 DA DT DQ D9],-,4,2,2,0,0,0.9900
[HJ DJ CA CK C8 SA ST HA D9 D7],HD,4,2,2,0,0,0.9400
[DJ C8 S8 HA HT HQ H9 DK DQ D8],D,2,1,1,0,0,0.3800
[CJ CA CT CK C7 SA SQ HT HK H9],C,2,2,1,1,0,0.0100
[SJ CA CQ C9 C8 ST SK H9 H7 DQ],S,1,1,0,0,1,0.0000
[HJ CK CQ C8 C7 ST S9 DT D9 D8],H,1,2,0,0,0,0.0000
[HJ DJ CT SQ S9 S8 HA H7 DA DQ],HD,3,1,1,0,0,0.4100
[CA CQ C9 C8 SQ S9 HT H9 H8 D7],-,0,1,0,0,1,0.0000
[SJ DJ C9 SA SQ S8 S7 HA HK H8],SD,2,0,0,0,0,0.7700
[DJ C7 ST HT HQ H9 H8 DA D8 D7],D,1,2,0,0,0,0.0000
[CJ CT SA ST SQ HT HQ DA D9 D7],C,2,3,1,0,0,0.1300
[CJ HJ CQ C9 C8 C7 S8 S7 H8 D8],CH,1,0,0,0,0,0.0000
[SJ HJ CK C8 C7 ST S9 S8 HA HK],SH,2,1,1,0,0,0.5400
[HJ CA CT SA SQ S7 HQ H8 DA D9],H,4,1,1,0,0,0.6000
[HJ CT S8 S7 HT HQ H9 H7 D9 D7],H,1,2,0,0,1,0.0000
[CA ST SK SQ S9 S7 HK H9 DA DQ],-,1,2,1,1,2,0.0000
[DJ CA CK C9 C7 S9 HK H8 H7 D9],D,0,1,0,1,1,0.0000
[HJ DJ CK CQ SQ S8 HK DT D8 D7],HD,1,1,0,0,0,0.0000
[SJ CQ C7 ST SK SQ S7 HT DA DQ],S,1,2,0,1,0,0.0000
[CT CK C9 C7 S8 S7 HA H8 H7 D8],-,1,1,0,1,1,0.0000
[HJ CA CK SA SK S7 H9 DK DQ D8],H,2,0,0,0,0,0.0000
[SJ CK C9 C7 SQ HA HK DK D9 D7],S,1,1,0,1,0,0.0000
[CK C8 SA ST S8 HK H9 DA DT D7],-,3,2,2,0,0,0.3300
[CA C9 ST SK S9 HA HT HQ DK DQ],-,1,2,1,1,1,0.0000
[CA CK SQ S9 S7 HA H8 D9 D8 D7],-,1,0,0,0,1,0.0000
[SJ DJ CA CK C7 S8 H9 H7 DA DK],SD,2,0,0,0,0,0.0400
[DJ CA C8 SQ S7 HA HQ H8 DA DK],D,3,0,0,0,0,0.0100
[CJ DJ CA CQ C8 SK S9 HK DA D9],CD,2,1,0,0,0,0.1000
[SJ DJ C9 C8 C7 SK HA HQ H7 D7],SD,1,1,0,0,0,0.2400
[SJ CA CT CQ C7 S9 S7 HQ DT D8],S,0,2,0,0,1,0.0000
[CJ CA CT CQ C9 C8 SK H8 D8 D7],C,1,1,1,0,0,0.5700
[CT CK CQ C7 S9 HA HQ H8 H7 D8],-,1,1,0,0,1,0.0000
[DJ CQ C8 SA SK SQ HT H9 H8 H7],D,1,1,0,0,0,0.0000
[CT CQ C7 ST S9 HK H9 DA DT D8],-,2,3,2,0,0,0.0000
[DJ CA CK SK HA H8 DA DK DQ D7],D,3,0,0,0,0,0.0200
[HJ C9 SK S9 S8 HT H7 DA DK D7],H,1,2,0,1,0,0.0000
[CQ C9 C8 SK S8 S7 HA H9 DT DQ],-,1,1,0,0,0,0.0000
[SJ DJ CK C9 C7 SK H8 H7 DA DQ],SD,2,0,0,0,0,0.4000
[DJ CA C8 S7 HQ H8 DA D9 D8 D7],D,1,0,0,0,1,0.0000
[CT C9 C7 HA HK H9 H7 DT D9 D8],-,1,2,0,0,1,0.0000
[CJ CA C9 C8 SA SK SQ S7 HA DA],C,4,0,0,0,0,0.7900
[CQ C9 C8 C7 ST SK SQ HK DT D8],-,0,2,0,0,2,0.0000
[CJ HJ C9 C7 SA ST SQ HT HK D9],CH,1,3,1,1,0,0.1800
[CT C7 S7 HA HT H9 H8 H7 DK D8],-,1,2,1,1,1,0.0000
[CK C9 SA SQ S8 HT HK H8 DK D7],-,1,2,0,2,0,0.0000
[CJ DJ C8 SA S9 S8 S7 H8 DT D8],CD,1,1,0,0,0,0.2900
[CJ HJ DJ SA S8 HK H9 H8 DK D7],CHD,1,0,0,0,0,0.1700
[CJ HJ SA S9 HA H9 H7 DT DK D9],CH,2,1,0,1,0,0.5500
[C9 C8 C7 S9 HA HT HK H9 DK D9],-,1,1,1,1,0,0.0000
[HJ DJ C8 SK SQ S9 S8 HK H8 DK],HD,0,0,0,0,0,0.0000
[CJ CT C9 C7 SA HA HK DT DK D7],C,2,2,0,2,0,0.0000
[CJ HJ CA C9 C8 ST S8 S7 HA HQ],CH,2,3,1,0,0,0.4400
[CJ SJ CQ C9 C8 ST SK S9 HA DT],CS,1,2,0,1,0,0.0000
[CJ SJ HJ C9 C8 ST HK HQ D8 D7],CSH,0,2,0,0,0,0.0000
[CJ SJ CT CK C7 SK H9 H7 D8 D7],CS,1,1,0,1,0,0.0400
[CJ SJ DJ SA ST SK S8 DA DT DK],CSD,2,2,2,2,0,1.0000
[DJ CA CQ SA SQ S9 HA H8 H7 DK],D,3,0,0,0,0,0.0400
[SJ CK C7 ST S8 HT HK HQ DK D7],S,0,2,0,1,0,0.0000
[HJ CT C9 SQ S7 DA DT DQ D9 D7],H,2,1,1,0,1,0.0000
[SJ DJ CT CQ C8 SA HA HT H9 D8],SD,3,2,2,0,0,0.9100
[CQ SA ST SQ S8 S7 HT H9 DK DQ],-,1,2,1,0,1,0.0000
[SJ CA C8 C7 SK S9 H8 H7 DT D7],S,0,1,0,0,1,0.0000
[CJ CK CQ C9 C8 SA S7 HK DA DT],C,3,1,1,0,0,0.2500
[HJ DJ CT CQ ST SK HK H7 DT D8],HD,1,4,1,1,0,0.0000
[SJ HJ CQ C7 ST S9 HK DQ D9 D7],SH,0,1,0,0,0,0.0000
[SJ CQ C9 SK S8 HA HT DA DQ D9],S,2,1,1,0,0,0.0000
[CA CQ C9 C7 SQ HA HQ DT D8 D7],-,1,1,0,0,1,0.0000
[SJ CT CK C8 SK SQ HA HK DA D8],S,2,0,0,0,1,0.0000
[SJ DJ CQ C9 C8 SA ST SK S9 D9],SD,1,1,1,1,0,0.1200
[CJ CT CK SA ST SK SQ H7 DQ D8],C,2,2,1,0,0,0.0000
[DJ CK SK S9 S8 S7 HA HQ DA DK],D,2,0,0,0,0,0.0000
[CJ SJ DJ SA ST SK S7 HT H9 H7],CSD,1,2,1,1,0,0.9200
[CJ CK C9 C7 ST HK H7 DT DK D9],C,0,2,0,1,0,0.0000
[CJ HJ DJ CK C7 SQ S8 H7 DQ D8],CHD,0,0,0,0,0,0.0000
[HJ CT CK ST S9 HA HK HQ H9 DA],H,2,1,0,0,1,0.0000
[HJ CQ C9 SA ST S9 S8 HA HK DK],H,2,1,1,0,0,0.0000
[HJ CA C7 SA SK HT H8 D9 D8 D7],H,3,1,1,0,0,0.6500
[HJ CA CQ C9 ST SQ S8 H9 D9 D8],H,0,2,0,0,1,0.0000
[SJ C7 SK SQ S7 HA H8 H7 DT DQ],S,2,1,0,0,0,0.0000
[DJ CK C7 ST HT HK HQ H8 D8 D7],D,0,2,0,1,0,0.0000
[SJ CA C8 C7 HT H9 H8 DK DQ D9],S,0,1,0,0,1,0.0000
[DJ CQ ST S9 S8 S7 HK DA DQ D7],D,1,2,0,1,0,0.0000
[HJ DJ CA CT C8 ST SK SQ S8 D7],HD,1,1,1,1,1,0.0000
[CT CQ C9 C8 C7 S7 HA HK DA D7],-,2,0,0,0,1,0.0000
[CA CT CK S8 HT HQ H8 DT DK D8],-,0,2,0,1,2,0.0000
[DJ CA CQ S8 HA H8 H7 DA DQ D8],D,3,0,0,0,0,0.0000
[C8 S9 S8 HQ DA DK DQ D9 D8 D7],-,1,1,0,0,0,0.0000
[CA CQ S9 S8 HA HK H8 D9 D8 D7],-,2,0,0,0,0,0.0300
[CT SQ S9 HT HK H8 H7 DT DK DQ],-,1,2,1,1,1,0.0000
[SJ HJ CA C8 C7 SQ S8 S7 H7 D8],SH,1,0,0,0,0,0.0000
[SJ CA CT SQ HK H8 DT DK DQ D7],S,1,2,0,1,1,0.0000
[SJ DJ CT C7 SA S8 HA HT H9 D9],SD,2,2,1,0,0,0.9500
[CA CT C8 SK S9 HT HK H7 DQ D8],-,0,2,0,1,1,0.0000
[HJ CT CQ C9 ST S7 HA HK DA DQ],H,2,2,0,0,0,0.0000
[DJ CT SA ST S8 HA HT HQ H9 DT],D,2,3,2,0,1,0.0000
[CA CT CQ S9 HK HQ H9 H7 DT D8],-,0,1,0,0,2,0.0000
[HJ CK C7 SA ST SK HT HQ DK D8],H,1,2,1,0,0,0.0000
[CA CK CQ SA ST HA HK HQ H9 DK],-,3,1,1,0,0,0.0300
[DJ CQ C8 C7 SK S7 HA HK H8 D7],D,1,0,0,0,0,0.0100
[DJ CQ SK S8 S7 HQ H8 H7 DK DQ],D,2,0,0,0,0,0.0000
[CJ CK C9 C8 SK SQ HQ DA DQ D8],C,1,1,0,0,0,0.0000
[HJ CA CK C8 SA SK S8 HT H8 DT],H,1,2,0,0,1,0.0000
[CJ CA CK SA ST SK S9 S8 HA D9],C,3,2,2,1,0,0.7500
[DJ CA C8 ST S7 HA HT H7 DQ D9],D,2,2,1,0,0,0.9300
[CA CT CQ SK SQ S8 HA DA DT DK],-,3,2,2,1,0,0.0200
[SJ DJ C8 SA SK S7 HK H8 DA DQ],SD,2,0,0,0,0,0.1900
[CJ CQ ST SK S7 HA H7 DA DT D8],C,2,2,1,1,0,0.6200
[CJ SJ CT CQ C9 HA HQ DA DK D8],CS,2,1,0,0,0,0.3000
[CJ C9 C8 C7 ST SQ HA HT DA DQ],C,2,2,1,0,0,0.3700
[SJ HJ SA ST S7 HT H8 DT DQ D8],SH,1,2,1,1,1,0.9800
[DJ CK ST SK S9 S8 HA HK D9 D7],D,1,2,1,1,1,0.0000
[SJ CT C9 C8 SA S9 HT HK H8 DQ],S,1,2,0,1,0,0.0000
[CT CK C8 SA HA HT HK HQ D9 D7],-,2,1,1,0,1,0.0000
[HJ CT C8 SA SQ S9 H8 H7 DQ D9],H,1,0,0,0,1,0.0000
[HJ CA CQ C7 ST SK SQ H7 DT DK],H,1,2,0,0,0,0.0000
[CJ HJ CA SA ST H9 DA DK D9 D7],CH,3,1,1,0,0,1.0000
[HJ DJ CK C8 SA HA HQ H8 H7 DA],HD,3,1,0,1,0,1.0000
[SJ HJ CK CQ C7 SA HT HK DQ D8],SH,1,1,0,0,0,0.0000
[CJ HJ CA C9 C8 SA H9 DA D9 D8],CH,3,0,0,0,0,0.9900
[CJ SJ CQ C8 C7 S9 S8 S7 DA DK],CS,1,1,1,0,0,0.0000
[SJ DJ CQ C7 S8 H9 H8 DK D9 D8],SD,0,0,0,0,0,0.0000
[CJ DJ SK S8 HA HT HQ H8 DK D7],CD,1,1,1,0,0,0.0000
[SJ CT CQ C7 ST SK HA HT H7 D9],S,1,3,1,0,1,0.0000
[CK C8 SQ S8 S7 DA DT DK D9 D7],-,1,1,1,1,1,0.0000
[CJ HJ CA CK C7 SQ H7 DA D9 D7],CH,2,1,0,1,0,0.4300
[SJ CA CT C8 SK S8 HQ DK D9 D8],S,0,1,0,0,1,0.0000
[CJ C7 S9 S8 HK H9 H7 DK DQ D8],C,0,0,0,0,0,0.0000
[CT CK C8 SK SQ S8 H9 H8 DQ D9],-,0,0,0,0,1,0.0000
[CT CK CQ C9 SK HK DK DQ D9 D8],-,0,1,0,1,1,0.0000
[CJ HJ DJ CT ST SK S8 HK HQ DA],CHD,2,1,1,1,1,1.0000
[SJ C8 C7 ST SK SQ HK HQ H8 DK],S,2,1,1,0,0,0.0000
[SJ CT CK C9 SQ HA H8 DK D9 D8],S,2,1,0,1,0,0.0000
[CJ C8 SQ S7 HK HQ H9 H7 DT DQ],C,0,1,0,0,0,0.0000
[CJ SJ CQ C8 SQ HQ H9 H7 DQ D8],CS,0,1,0,0,0,0.0000
[CA CT SA SK HK HQ H8 H7 DK D8],-,1,0,0,0,2,0.0000
[CK CQ ST SK HT HK H8 DA D9 D8],-,1,2,0,1,1,0.0000
[CJ SJ CA ST SK S7 HT HQ DA D9],CS,2,2,0,1,0,0.7100
[CJ SJ CT CK C8 ST S9 S8 DQ D9],CS,0,2,0,1,0,0.0000
